"Name_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_BudgetYearFive_val","Cost_TotalCost_BudgetYearOneOCO_val","Cost_Quantity_BudgetYearFour_val","Cost_Quantity_BudgetYearFive_val","Cost_Quantity_BudgetYearTwo_val","Cost_Quantity_PriorYear_val","Cost_Quantity_CurrentYear_val","Cost_Quantity_BudgetYearOneBase_val","Cost_Quantity_BudgetYearOne_val","Cost_Quantity_BudgetYearThree_val","Cost_Quantity_BudgetYearOneOCO_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Air National Guard","5.713","","20.663","20.663","","","","","","","","","","","","","","","0e307d2578a9256a6f7fae65ef43aff7d70dbb9f-1-3b633608558f56fbf6c05490b9c6aa68665d95a9","0e307d2578a9256a6f7fae65ef43aff7d70dbb9f","root.record.ItemExhibitList.P3AModificationItemGroup","0e307d2578a9256a6f7fae65ef43aff7d70dbb9f-0-8da63b58dab72b4d9495b00b8691cdae8f0fc157"
"Air Force Reserve","2.143","","8.509","8.509","","","","","","","","","","","","","","","0e307d2578a9256a6f7fae65ef43aff7d70dbb9f-2-f1ff462c7d4df4b579a03d956eef75af0685d23f","0e307d2578a9256a6f7fae65ef43aff7d70dbb9f","root.record.ItemExhibitList.P3AModificationItemGroup","0e307d2578a9256a6f7fae65ef43aff7d70dbb9f-0-8da63b58dab72b4d9495b00b8691cdae8f0fc157"
"Air Force Active","54.223","3.86","44.282","44.282","","","","","","","","","","","","","","","155b73cac5251bfdf00c8af13d0212d9077b3f66-0-558e62a88d9a0892a45c459817da4028484ade2d","155b73cac5251bfdf00c8af13d0212d9077b3f66","root.record.ItemExhibitList.P3AModificationItemGroup","155b73cac5251bfdf00c8af13d0212d9077b3f66-0-4ff54d6184bb376eb0c7043f16dbada91223d7be"
"Army Active","3.395","3.614","2.485","2.485","","","","","","","","","","","","","","","1bb67d739fd75f5a93a4f993bba7b8ba4356ceac-0-0e1c884e0ac8efaa46a71be3da9f1ca84e281433","1bb67d739fd75f5a93a4f993bba7b8ba4356ceac","root.record.ItemExhibitList.P3AModificationItemGroup","1bb67d739fd75f5a93a4f993bba7b8ba4356ceac-0-3e440242416036579ed9bce1278322da5f6b48a0"
"Army National Guard","2.392","2.491","3.523","3.523","","","","","","","","","","","","","","","1bb67d739fd75f5a93a4f993bba7b8ba4356ceac-1-f9df4dea20e23ed16f5abe5e1b8d5fdfe5508824","1bb67d739fd75f5a93a4f993bba7b8ba4356ceac","root.record.ItemExhibitList.P3AModificationItemGroup","1bb67d739fd75f5a93a4f993bba7b8ba4356ceac-0-3e440242416036579ed9bce1278322da5f6b48a0"
"Army Active","90.487","149.764","32.092","32.092","","","","","","","","","","","","","","","2438dffe9f812ea05e688c9e56940a211f397166-0-b98c961a332e86aa8394664cd2a4250073346403","2438dffe9f812ea05e688c9e56940a211f397166","root.record.ItemExhibitList.P3AModificationItemGroup","2438dffe9f812ea05e688c9e56940a211f397166-0-9a0d972b04e0420573fe99c48716534db47c6966"
"Army Active","23.345","2.778","2.849","2.849","","","","","","","","","14","15","","","","","280b392dc17e9435e6c5b98370d38f90301ae5fb-0-146d01b27c3ff3cf840e4a570f0b9b7c5ff9acb9","280b392dc17e9435e6c5b98370d38f90301ae5fb","root.record.ItemExhibitList.P3AModificationItemGroup","280b392dc17e9435e6c5b98370d38f90301ae5fb-0-57b48358f79a153f95eab4dc480372c52674527a"
"Army National Guard","21.181","","","","","","","","","","","","25","","","","","","280b392dc17e9435e6c5b98370d38f90301ae5fb-1-c1bcb1903f5a6fd1ce828eb4a015a36058984407","280b392dc17e9435e6c5b98370d38f90301ae5fb","root.record.ItemExhibitList.P3AModificationItemGroup","280b392dc17e9435e6c5b98370d38f90301ae5fb-0-57b48358f79a153f95eab4dc480372c52674527a"
"Air Force Active","58.482","15.711","8.525","8.525","","","","","","","","","","","","","","","287cfe335b97c43b198f0d680705134c5536e8a2-0-2a2ab93e4f5ce595c6e94a3848ef927730adbb8c","287cfe335b97c43b198f0d680705134c5536e8a2","root.record.ItemExhibitList.P3AModificationItemGroup","287cfe335b97c43b198f0d680705134c5536e8a2-0-277611f0133d0ff784fcffc8bbe364e1948ef914"
"Air National Guard","9.268","","","","","","","","","","","","","","","","","","287cfe335b97c43b198f0d680705134c5536e8a2-1-f60c78da49efe160328a03ab983a2d18f32777f7","287cfe335b97c43b198f0d680705134c5536e8a2","root.record.ItemExhibitList.P3AModificationItemGroup","287cfe335b97c43b198f0d680705134c5536e8a2-0-277611f0133d0ff784fcffc8bbe364e1948ef914"
"Air Force Reserve","4.634","","","","","","","","","","","","","","","","","","287cfe335b97c43b198f0d680705134c5536e8a2-2-98426aff7b22a11ea6d1442a8ba78e5db1907185","287cfe335b97c43b198f0d680705134c5536e8a2","root.record.ItemExhibitList.P3AModificationItemGroup","287cfe335b97c43b198f0d680705134c5536e8a2-0-277611f0133d0ff784fcffc8bbe364e1948ef914"
"Air Force Active","3.185","9.834","12.827","12.827","","","","","","","","","","","","","","","2eec920b80ceae7e9897fe687155bf36efdde32b-0-bc6867b35bbc2a1c32754f6988dc55b657c6c177","2eec920b80ceae7e9897fe687155bf36efdde32b","root.record.ItemExhibitList.P3AModificationItemGroup","2eec920b80ceae7e9897fe687155bf36efdde32b-1-a4b673b0c3fcb1eb517dd7049f97fed3cac5fc83"
"Air National Guard","","0.334","","","","","","","","","","","","","","","","","2eec920b80ceae7e9897fe687155bf36efdde32b-1-b9b3eae0e34f87cef5b2b307b111130a86b1946a","2eec920b80ceae7e9897fe687155bf36efdde32b","root.record.ItemExhibitList.P3AModificationItemGroup","2eec920b80ceae7e9897fe687155bf36efdde32b-1-a4b673b0c3fcb1eb517dd7049f97fed3cac5fc83"
"Air Force Reserve","","1.003","0.6","0.6","","","","","","","","","","","","","","","2eec920b80ceae7e9897fe687155bf36efdde32b-2-deece4c45ebce3a7a55d4997e4d8e49a5b0c8d15","2eec920b80ceae7e9897fe687155bf36efdde32b","root.record.ItemExhibitList.P3AModificationItemGroup","2eec920b80ceae7e9897fe687155bf36efdde32b-1-a4b673b0c3fcb1eb517dd7049f97fed3cac5fc83"
"Army Active","127.53","53.559","181.869","181.869","","","","","","","","","","","","","","","44ad340d6fee56cb2727103b0788b861e390c2ae-0-5bd90ef1ba4bfca7f87c6ec152c762312fd8b88c","44ad340d6fee56cb2727103b0788b861e390c2ae","root.record.ItemExhibitList.P3AModificationItemGroup","44ad340d6fee56cb2727103b0788b861e390c2ae-0-81f0b2863a50d0dd8b93c26eacaa9068c8f364ff"
"Air Force Active","","","0.000","0.000","70.184","79.93","111.136","13.322","","","","","","","","","","","44cfc7410d5aa83e42c0e16dc81c1bbb836b2fb3-0-f9a3174f4c061848d9ecf13cce4de4426cabdee1","44cfc7410d5aa83e42c0e16dc81c1bbb836b2fb3","root.record.ItemExhibitList.P3AModificationItemGroup","44cfc7410d5aa83e42c0e16dc81c1bbb836b2fb3-0-bcc96fd0dfb11f3a320fca82c5377961c393a2b6"
"Air National Guard","","","","","","","35.11","","","","","","","","","","","","44cfc7410d5aa83e42c0e16dc81c1bbb836b2fb3-1-92a75d8cd27643523bb24c8e32fe560d49d3f80d","44cfc7410d5aa83e42c0e16dc81c1bbb836b2fb3","root.record.ItemExhibitList.P3AModificationItemGroup","44cfc7410d5aa83e42c0e16dc81c1bbb836b2fb3-0-bcc96fd0dfb11f3a320fca82c5377961c393a2b6"
"Army Active","434.564","471.053","560.622","560.622","","","","","","","","","13","16","20","20","","","4dceea283220917064672b55b3cab1e3cd6d373a-0-28567572a2cad09dc0ef3879a66a2b5b8ecc6b36","4dceea283220917064672b55b3cab1e3cd6d373a","root.record.ItemExhibitList.P3AModificationItemGroup","4dceea283220917064672b55b3cab1e3cd6d373a-0-64c8b8f123756fd9528432844e675e5404e5640c"
"Army National Guard","","198","","","","","","","","","","","","6","","","","","4dceea283220917064672b55b3cab1e3cd6d373a-1-0bdab9e516de70aa40586f56bcabcda93df30447","4dceea283220917064672b55b3cab1e3cd6d373a","root.record.ItemExhibitList.P3AModificationItemGroup","4dceea283220917064672b55b3cab1e3cd6d373a-0-64c8b8f123756fd9528432844e675e5404e5640c"
"Army Reserve","198","","198","198","","","","","","","","","6","","6","6","","","4dceea283220917064672b55b3cab1e3cd6d373a-2-c3752d8a741ea6fa47088adc38c37da5cfce0e86","4dceea283220917064672b55b3cab1e3cd6d373a","root.record.ItemExhibitList.P3AModificationItemGroup","4dceea283220917064672b55b3cab1e3cd6d373a-0-64c8b8f123756fd9528432844e675e5404e5640c"
"Air Force Active","15.812","24.833","13.64","13.64","","","","","","","","","","","","","","","662ecfd7c8e7953a926545f6153c3d5094fdf462-0-0012db2ec86e0aacc71bd0438f4227fa53890c28","662ecfd7c8e7953a926545f6153c3d5094fdf462","root.record.ItemExhibitList.P3AModificationItemGroup","662ecfd7c8e7953a926545f6153c3d5094fdf462-0-a8f57e05c9371e77b7830c4042a7a5a07b8b7cfc"
"Air Force Active","","5.547","2.447","2.447","","","","","","","","","","","","","","","662ecfd7c8e7953a926545f6153c3d5094fdf462-0-6a1e8e495d980617d9ac1ccd3e961869d18c7442","662ecfd7c8e7953a926545f6153c3d5094fdf462","root.record.ItemExhibitList.P3AModificationItemGroup","662ecfd7c8e7953a926545f6153c3d5094fdf462-1-4553bb68b76f6010ad979d15e87dfaa447b78c6f"
"Air National Guard","","3","2.875","2.875","","","","","","","","","","","","","","","662ecfd7c8e7953a926545f6153c3d5094fdf462-1-fa69a5d4bfa4ed8e19dd556dbe87a8a9826c632c","662ecfd7c8e7953a926545f6153c3d5094fdf462","root.record.ItemExhibitList.P3AModificationItemGroup","662ecfd7c8e7953a926545f6153c3d5094fdf462-1-4553bb68b76f6010ad979d15e87dfaa447b78c6f"
"Air Force Reserve","","1.375","2.125","2.125","","","","","","","","","","","","","","","662ecfd7c8e7953a926545f6153c3d5094fdf462-2-03e935d16a4a0ca45eab0f9699cf46380e99ed54","662ecfd7c8e7953a926545f6153c3d5094fdf462","root.record.ItemExhibitList.P3AModificationItemGroup","662ecfd7c8e7953a926545f6153c3d5094fdf462-1-4553bb68b76f6010ad979d15e87dfaa447b78c6f"
"Air Force Active","","4.278","7.151","7.151","","","","","","","","","","","","","","","662ecfd7c8e7953a926545f6153c3d5094fdf462-0-3618b5e288ce095fb2dbfd0cf999933edc537935","662ecfd7c8e7953a926545f6153c3d5094fdf462","root.record.ItemExhibitList.P3AModificationItemGroup","662ecfd7c8e7953a926545f6153c3d5094fdf462-2-911a94243a40a6b26301a0e68641b50bc7e1fd67"
"Army Active","","1.185","4.186","4.186","","","","","","","","","","","","","","","76beac32e706b00bbc85c5e08400ce0b4b5345f9-0-925cb3fe7b12ea91c60b1e9bd29246ff83eb1af0","76beac32e706b00bbc85c5e08400ce0b4b5345f9","root.record.ItemExhibitList.P3AModificationItemGroup","76beac32e706b00bbc85c5e08400ce0b4b5345f9-0-6284086d8fdd67de179395121483e9892b11e39b"
"Army National Guard","9.271","","","","","","","","","","","","","","","","","","76beac32e706b00bbc85c5e08400ce0b4b5345f9-1-1f9ce77b57b5d9b9d0d7581d57a857a4e6f6327e","76beac32e706b00bbc85c5e08400ce0b4b5345f9","root.record.ItemExhibitList.P3AModificationItemGroup","76beac32e706b00bbc85c5e08400ce0b4b5345f9-0-6284086d8fdd67de179395121483e9892b11e39b"
"Air Force Active","30.83","0.742","7.337","7.337","13.338","0.000","0.000","0.000","","","","","","","","","","","789cdf19fd0b4da61a331bbc1ceed5bb917c591c-0-ba617a85d00e41d4f4b5dd6d5f38850d8f421b37","789cdf19fd0b4da61a331bbc1ceed5bb917c591c","root.record.ItemExhibitList.P3AModificationItemGroup","789cdf19fd0b4da61a331bbc1ceed5bb917c591c-0-de02c9f4bb79fcdbf05d16ab7a0ca1e630049f48"
"Army Active","114.643","158","107.506","107.506","","","","","","","","","","","","","","","79373f2d59511c1a61ab5d7baa0d8a7e7e484351-0-8af29abd53bd9a3e4bee3274bbba814f81ffa373","79373f2d59511c1a61ab5d7baa0d8a7e7e484351","root.record.ItemExhibitList.P3AModificationItemGroup","79373f2d59511c1a61ab5d7baa0d8a7e7e484351-0-1b67200b30e79debc13ba9b65115e7a60e53393c"
"Army National Guard","35","","","","","","","","","","","","","","","","","","79373f2d59511c1a61ab5d7baa0d8a7e7e484351-1-67c95a0100f18a80cf4a4314acb2e238f8c2e237","79373f2d59511c1a61ab5d7baa0d8a7e7e484351","root.record.ItemExhibitList.P3AModificationItemGroup","79373f2d59511c1a61ab5d7baa0d8a7e7e484351-0-1b67200b30e79debc13ba9b65115e7a60e53393c"
"Army Reserve","117.087","","","","","","","","","","","","","","","","","","79373f2d59511c1a61ab5d7baa0d8a7e7e484351-2-3bea4a2b3ec1fd0d56eb88fd300dcb3cf683bc01","79373f2d59511c1a61ab5d7baa0d8a7e7e484351","root.record.ItemExhibitList.P3AModificationItemGroup","79373f2d59511c1a61ab5d7baa0d8a7e7e484351-0-1b67200b30e79debc13ba9b65115e7a60e53393c"
"Air Force Active","4.574","1.92","21.784","21.784","31.735","16.868","25.816","5.963","","","","","","","","","","","7b9729675540aa264e9d26b72606c5021da8f129-0-737c66c391967ce9d8ef749fcdccfc0f3661e695","7b9729675540aa264e9d26b72606c5021da8f129","root.record.ItemExhibitList.P3AModificationItemGroup","7b9729675540aa264e9d26b72606c5021da8f129-0-b896802fe22b2692c56f8b5763d1398ef977992a"
"Army Active","13.973","11.5","5.702","5.702","","","","","","","","","14","9","10","10","","","7d87a2a952e55b7767c3c311487850e63385be3f-0-9ed297498c465a81c8c302dbea263a40874b8008","7d87a2a952e55b7767c3c311487850e63385be3f","root.record.ItemExhibitList.P3AModificationItemGroup","7d87a2a952e55b7767c3c311487850e63385be3f-0-a6b5750241e3c6a8ad9cb926d770bd8de1fb98d6"
"Army National Guard","7.374","","3.893","3.893","","","","","","","","","5","","4","4","","","7d87a2a952e55b7767c3c311487850e63385be3f-1-71bd5365841bb35e75499c75f32df7998a982711","7d87a2a952e55b7767c3c311487850e63385be3f","root.record.ItemExhibitList.P3AModificationItemGroup","7d87a2a952e55b7767c3c311487850e63385be3f-0-a6b5750241e3c6a8ad9cb926d770bd8de1fb98d6"
"Army Reserve","1.701","","5.434","5.434","","","","","","","","","4","","3","3","","","7d87a2a952e55b7767c3c311487850e63385be3f-2-b40828f7c9e1e53ecd3c530632a03ccfb77c63ba","7d87a2a952e55b7767c3c311487850e63385be3f","root.record.ItemExhibitList.P3AModificationItemGroup","7d87a2a952e55b7767c3c311487850e63385be3f-0-a6b5750241e3c6a8ad9cb926d770bd8de1fb98d6"
"Army Active","14.019","17.633","7.379","7.379","","","","","","","","","18","25","14","14","","","851ba432ed050522076d24ac4eec8ffef0c5629e-0-3807a60a2ec413ea2ac72284c61ca56853138fca","851ba432ed050522076d24ac4eec8ffef0c5629e","root.record.ItemExhibitList.P3AModificationItemGroup","851ba432ed050522076d24ac4eec8ffef0c5629e-0-a6808c2f94bc12cf0e04e30df613da475685defe"
"Army National Guard","14.381","10.35","36.926","36.926","","","","","","","","","18","14","67","67","","","851ba432ed050522076d24ac4eec8ffef0c5629e-1-17056d560c9c8bdfa2dda7955e2b21d711e05101","851ba432ed050522076d24ac4eec8ffef0c5629e","root.record.ItemExhibitList.P3AModificationItemGroup","851ba432ed050522076d24ac4eec8ffef0c5629e-0-a6808c2f94bc12cf0e04e30df613da475685defe"
"Army Active","18.357","32.475","11.018","11.018","","","","","","","","","","","","","","","86bdbb38c7f5d6e29584d9570207126f9374a9d9-0-0187cefba3b7a99b5c0bf0667324fcdf6478b844","86bdbb38c7f5d6e29584d9570207126f9374a9d9","root.record.ItemExhibitList.P3AModificationItemGroup","86bdbb38c7f5d6e29584d9570207126f9374a9d9-0-7d919c76fc7b400a70c6dfe21ee6470e55770417"
"Army National Guard","2.503","6.825","7.148","7.148","","","","","","","","","","","","","","","86bdbb38c7f5d6e29584d9570207126f9374a9d9-1-5484552950af7d26b767cc67bb0518a685e8106a","86bdbb38c7f5d6e29584d9570207126f9374a9d9","root.record.ItemExhibitList.P3AModificationItemGroup","86bdbb38c7f5d6e29584d9570207126f9374a9d9-0-7d919c76fc7b400a70c6dfe21ee6470e55770417"
"Army Active","15.094","10.262","14.182","14.182","","","","","","","","","","","3","3","","","91562b4e4991758a4e31e359045610951ae2ad2e-0-21b43d61e154593183258e991748d487e5d46814","91562b4e4991758a4e31e359045610951ae2ad2e","root.record.ItemExhibitList.P3AModificationItemGroup","91562b4e4991758a4e31e359045610951ae2ad2e-0-b623e886c07c61b2ed713ee59a80c917645c45b9"
"Army Active","158.804","373.24","14.731","14.731","","","","","","","","","","","","","","","9216601a9e770aff81b8b743b3441c397e1273cc-0-6997b1ec7208f637736d33589b0fb1961b740f48","9216601a9e770aff81b8b743b3441c397e1273cc","root.record.ItemExhibitList.P3AModificationItemGroup","9216601a9e770aff81b8b743b3441c397e1273cc-0-679181f50a906a34326c90ff26ec98bd427a22ec"
"Army Active","138.614","326.438","131.838","131.838","","","","","","","","","","","","","","","926da1b1f4445c9bfaec5727532c533ba1985b00-0-a2b86d3e455285d43d27f09e45f199299dd2d7ff","926da1b1f4445c9bfaec5727532c533ba1985b00","root.record.ItemExhibitList.P3AModificationItemGroup","926da1b1f4445c9bfaec5727532c533ba1985b00-0-9816dbaf3d27574899dedd40cf5f49045711742d"
"Army Active","29.033","27.86","15.03","15.03","","","","","","","","","","","","","","","94fd1fd3c2c7005f6978e13c41d204297ce379c0-0-e3de6457e5ea0a5e9bf731f9d91419bad97b0ecb","94fd1fd3c2c7005f6978e13c41d204297ce379c0","root.record.ItemExhibitList.P3AModificationItemGroup","94fd1fd3c2c7005f6978e13c41d204297ce379c0-0-4c8bf3c02a2cd771c9beed8b8cb5abe9446f23ea"
"Army National Guard","44.528","46.235","61.485","61.485","","","","","","","","","","","","","","","94fd1fd3c2c7005f6978e13c41d204297ce379c0-1-ba433279b4452a55bb0f2e5042fa7ce6f5f90995","94fd1fd3c2c7005f6978e13c41d204297ce379c0","root.record.ItemExhibitList.P3AModificationItemGroup","94fd1fd3c2c7005f6978e13c41d204297ce379c0-0-4c8bf3c02a2cd771c9beed8b8cb5abe9446f23ea"
"Air Force Active","","3.981","2.681","2.681","","","","","","","","","","","","","","","968e3fc86a5aec93a38d2f8e0380880f966417d4-0-33fa7906b69cc8bdacd0a41c398e82ec7ddfbb68","968e3fc86a5aec93a38d2f8e0380880f966417d4","root.record.ItemExhibitList.P3AModificationItemGroup","968e3fc86a5aec93a38d2f8e0380880f966417d4-0-a323f1c594938975a7bd9a319f4a0adef6f85c1c"
"Air Force Reserve","","0.656","3.198","3.198","","","","","","","","","","","","","","","968e3fc86a5aec93a38d2f8e0380880f966417d4-1-4dc6fb51eab21a6cd914107f50ecdccaefe9c96c","968e3fc86a5aec93a38d2f8e0380880f966417d4","root.record.ItemExhibitList.P3AModificationItemGroup","968e3fc86a5aec93a38d2f8e0380880f966417d4-0-a323f1c594938975a7bd9a319f4a0adef6f85c1c"
"Air Force Active","0.000","66.901","141.46","141.46","","","","","","","","","","","","","","","968e3fc86a5aec93a38d2f8e0380880f966417d4-0-5a42ee63d34843015d2a25c482a17f2affe03805","968e3fc86a5aec93a38d2f8e0380880f966417d4","root.record.ItemExhibitList.P3AModificationItemGroup","968e3fc86a5aec93a38d2f8e0380880f966417d4-1-11ea47183e4380b0d83f22626f3ac8893f991f2c"
"Air Force Reserve","","7.32","12.318","12.318","","","","","","","","","","","","","","","968e3fc86a5aec93a38d2f8e0380880f966417d4-1-57403f2f3054544a9d9ffa679e5be0b9f32ef35c","968e3fc86a5aec93a38d2f8e0380880f966417d4","root.record.ItemExhibitList.P3AModificationItemGroup","968e3fc86a5aec93a38d2f8e0380880f966417d4-1-11ea47183e4380b0d83f22626f3ac8893f991f2c"
"Air Force Active","","","6.724","6.724","","","","","","","","","","","","","","","968e3fc86a5aec93a38d2f8e0380880f966417d4-0-fa9fca89a23aa7358a181ded23b8da22267865cc","968e3fc86a5aec93a38d2f8e0380880f966417d4","root.record.ItemExhibitList.P3AModificationItemGroup","968e3fc86a5aec93a38d2f8e0380880f966417d4-2-506ffad2498594e2224fd20fa9d39bddef4e02a7"
"Air Force Active","","9.59","7.286","7.286","","","","","","","","","","","","","","","968e3fc86a5aec93a38d2f8e0380880f966417d4-0-4de012e954f2e38ef1eee520fb36c54bade1e268","968e3fc86a5aec93a38d2f8e0380880f966417d4","root.record.ItemExhibitList.P3AModificationItemGroup","968e3fc86a5aec93a38d2f8e0380880f966417d4-3-ecb9e24ac9c1acdf50262b102b982d1a78c69c5a"
"Air Force Reserve","","","3.34","3.34","","","","","","","","","","","","","","","968e3fc86a5aec93a38d2f8e0380880f966417d4-1-b46d739643ed2829906730a528a0968fbf22dc9b","968e3fc86a5aec93a38d2f8e0380880f966417d4","root.record.ItemExhibitList.P3AModificationItemGroup","968e3fc86a5aec93a38d2f8e0380880f966417d4-3-ecb9e24ac9c1acdf50262b102b982d1a78c69c5a"
"Army Active","","13.37","","","","","","","","","","","","","","","","","97b62ad0e29d836cdcc284ca40049aa5c26ea18a-0-da4cd6788c694eea81670afbd3bff64bbd336f26","97b62ad0e29d836cdcc284ca40049aa5c26ea18a","root.record.ItemExhibitList.P3AModificationItemGroup","97b62ad0e29d836cdcc284ca40049aa5c26ea18a-0-eb410a8402ce773f5c2f6d30d0fa1305515828eb"
"Army National Guard","","6.63","19.676","19.676","","","","","","","","","","","","","","","97b62ad0e29d836cdcc284ca40049aa5c26ea18a-1-8f1da47c2f1975a352c85f55c4336f5c35cbdf6b","97b62ad0e29d836cdcc284ca40049aa5c26ea18a","root.record.ItemExhibitList.P3AModificationItemGroup","97b62ad0e29d836cdcc284ca40049aa5c26ea18a-0-eb410a8402ce773f5c2f6d30d0fa1305515828eb"
"Air Force Active","11.131","16.254","7.188","7.188","6.275","0.493","","","","","","","","","","","","","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-0-63e3788eb43c5f56674f59fa67460c19499a6ad2","98195f8e3978cb76b96b9a3ba72fcfe4a0038878","root.record.ItemExhibitList.P3AModificationItemGroup","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-0-133e4a266e9106b6a6aafc0b496225cc4b826292"
"Air National Guard","2.218","0.107","6.193","6.193","","2.767","","","","","","","","","","","","","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-1-8765fd99a978c75bc918ddf62bdd3dd3761514ff","98195f8e3978cb76b96b9a3ba72fcfe4a0038878","root.record.ItemExhibitList.P3AModificationItemGroup","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-0-133e4a266e9106b6a6aafc0b496225cc4b826292"
"Air Force Reserve","1.96","0.581","2.179","2.179","0.207","0.638","","","","","","","","","","","","","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-2-0ed6264710dbda4003513dbae583df9040e502ef","98195f8e3978cb76b96b9a3ba72fcfe4a0038878","root.record.ItemExhibitList.P3AModificationItemGroup","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-0-133e4a266e9106b6a6aafc0b496225cc4b826292"
"Air Force Active","109.696","9.306","22.098","22.098","","","","","","","","","","","","","","","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-0-c226823af72daad2be2cb98c72b689604bec15a0","98195f8e3978cb76b96b9a3ba72fcfe4a0038878","root.record.ItemExhibitList.P3AModificationItemGroup","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-1-7c72a0cc476a519dce6de53e39e6b1e3dcfff20c"
"Air National Guard","12.372","10.044","16.898","16.898","","","","","","","","","","","","","","","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-1-1f53559b44ef4ffeb1dfbcf0bf40b385ae8523be","98195f8e3978cb76b96b9a3ba72fcfe4a0038878","root.record.ItemExhibitList.P3AModificationItemGroup","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-1-7c72a0cc476a519dce6de53e39e6b1e3dcfff20c"
"Air Force Reserve","21.123","3.653","18.589","18.589","","","","","","","","","","","","","","","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-2-7ee498896b24e3a425bef3c2ef3920700a00b4c5","98195f8e3978cb76b96b9a3ba72fcfe4a0038878","root.record.ItemExhibitList.P3AModificationItemGroup","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-1-7c72a0cc476a519dce6de53e39e6b1e3dcfff20c"
"Air Force Active","7.62","19.283","22.621","22.621","26.828","33.363","22.35","10.158","","","","","","","","","","","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-0-0e6973c1c04c5ce1f54b0743efb72724b171eb88","98195f8e3978cb76b96b9a3ba72fcfe4a0038878","root.record.ItemExhibitList.P3AModificationItemGroup","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-2-22160a7e4fcbe1f7574e25f589635ed0558b28e4"
"Air National Guard","","","","","","","12.212","4.79","","","","","","","","","","","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-1-9a7855e9a609ac4c110eadd155808547f902e034","98195f8e3978cb76b96b9a3ba72fcfe4a0038878","root.record.ItemExhibitList.P3AModificationItemGroup","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-2-22160a7e4fcbe1f7574e25f589635ed0558b28e4"
"Air Force Reserve","","","","","","","0.47","8.414","","","","","","","","","","","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-2-5dd78ed9f8bc43d236b9afeaa5a3116b31b8d3f1","98195f8e3978cb76b96b9a3ba72fcfe4a0038878","root.record.ItemExhibitList.P3AModificationItemGroup","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-2-22160a7e4fcbe1f7574e25f589635ed0558b28e4"
"Air Force Active","","","7.575","7.575","16.906","22.964","2.423","0.000","","","","","","","","","","","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-0-5cd21783884cfd37500a50d92d27a704df5aa612","98195f8e3978cb76b96b9a3ba72fcfe4a0038878","root.record.ItemExhibitList.P3AModificationItemGroup","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-3-eb69c65ebaa1eb6ef18fac503f689a77502d91f1"
"Air Force Active","","11.219","13.17","13.17","20.852","20.876","38.197","50.823","","","","","","","","","","","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-0-7f7991d2f19081cd487fa4e22437d112ffb6cea8","98195f8e3978cb76b96b9a3ba72fcfe4a0038878","root.record.ItemExhibitList.P3AModificationItemGroup","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-4-631e34c3ecb03ed222e78d9c7e66e768e1a8e8a9"
"Air Force Active","5.467","3.824","6.663","6.663","4.559","4.915","3.591","","","","","","","","","","","","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-0-e2bdadf160a773d682f19e0480af110cca1d617b","98195f8e3978cb76b96b9a3ba72fcfe4a0038878","root.record.ItemExhibitList.P3AModificationItemGroup","98195f8e3978cb76b96b9a3ba72fcfe4a0038878-5-9027ff3ceb04180012dcef0b70b5b340d23d3a48"
"Air Force Active","","","4","4","","","","","","","","","","","","","","","a5c892bb62578ce4b315d02ffaddfec7aa59123b-0-ad4c28c195aedf1b435b4ad233884a9e8e9e9ce6","a5c892bb62578ce4b315d02ffaddfec7aa59123b","root.record.ItemExhibitList.P3AModificationItemGroup","a5c892bb62578ce4b315d02ffaddfec7aa59123b-0-db9e618242b0cead4480c544fad09153654e13dc"
