"ServiceAgencyName_val","ServiceAgencyName_@footnote","ServiceAgencySuffix_val","ProcQuantity_val","ProcQuantity_@footnote","MonthlyDeliveryList_MonthlyDelivery","AcceptedBeforeOct1_val","Remarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Air Force","","","4","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-051c46b7b10d7990f42aa21568cfd38fc10dc009-0-101a126799b39943f0ed304a3aa49d3906384e61","","","051c46b7b10d7990f42aa21568cfd38fc10dc009-0-df87ded3633f64be000f73cce0ec1c97fdbf18a1","051c46b7b10d7990f42aa21568cfd38fc10dc009","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","051c46b7b10d7990f42aa21568cfd38fc10dc009-1-411f9c838a678eb4226d4a0cca7fa16eaf97d684"
"Air Force","","","3","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-051c46b7b10d7990f42aa21568cfd38fc10dc009-0-7f055792384937041ad49b3e838d35d77ed4a34d","","","051c46b7b10d7990f42aa21568cfd38fc10dc009-0-2a6428c37501d0abe652252511c1efa60ba0289d","051c46b7b10d7990f42aa21568cfd38fc10dc009","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","051c46b7b10d7990f42aa21568cfd38fc10dc009-2-082e7a1ff21ba610bfff5795687972098c8be4cd"
"Air Force","","","8","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-051c46b7b10d7990f42aa21568cfd38fc10dc009-0-0bfbacac3041ef4e2075979bd0127ebe17218dd9","","","051c46b7b10d7990f42aa21568cfd38fc10dc009-0-239aa5e869787e135c28d3f48b570e7572f9e760","051c46b7b10d7990f42aa21568cfd38fc10dc009","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","051c46b7b10d7990f42aa21568cfd38fc10dc009-3-c1c4321f116736da3604636fb3fe8ce423081fb3"
"Air Force","","","6","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-051c46b7b10d7990f42aa21568cfd38fc10dc009-0-874153668fd5bdf3cf613653076e43145aa8321b","","","051c46b7b10d7990f42aa21568cfd38fc10dc009-0-56993708495023c45d9196da138ee9e09652d491","051c46b7b10d7990f42aa21568cfd38fc10dc009","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","051c46b7b10d7990f42aa21568cfd38fc10dc009-4-341634888f9fef2e455d55b5026e02fa5ddec937"
"Air Force","","","5","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-051c46b7b10d7990f42aa21568cfd38fc10dc009-0-7020bce335cbc6236fe2d1ab72777a6113cf37a4","","","051c46b7b10d7990f42aa21568cfd38fc10dc009-0-f1e723e7f18f6ad7d6d445f1a91201b6d25d4272","051c46b7b10d7990f42aa21568cfd38fc10dc009","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","051c46b7b10d7990f42aa21568cfd38fc10dc009-5-dd1be0ac941ae72426bb5161e6d2a5a410c4d36b"
"Air Force","","","3","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-051c46b7b10d7990f42aa21568cfd38fc10dc009-0-9bd0c083d0d9ba0facc3eb75cf5a38ffa01c2ef4","","","051c46b7b10d7990f42aa21568cfd38fc10dc009-0-1dd8a08cb4b98acea16011a32c3e565591cbbd57","051c46b7b10d7990f42aa21568cfd38fc10dc009","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","051c46b7b10d7990f42aa21568cfd38fc10dc009-6-62f7cc2350d514063342df9455d30f39e386529f"
"Air Force","","","6","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-051c46b7b10d7990f42aa21568cfd38fc10dc009-0-ce6155a0bbc745fcdf53dbc65f582643af9a10d9","","","051c46b7b10d7990f42aa21568cfd38fc10dc009-0-bde86d0bf8b1cf3c6ccd8693a961d131197e8654","051c46b7b10d7990f42aa21568cfd38fc10dc009","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","051c46b7b10d7990f42aa21568cfd38fc10dc009-7-f6f84fb9bf363e4c0344b7a4abb5bea17618c42a"
"Air Force","","","4","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-051c46b7b10d7990f42aa21568cfd38fc10dc009-0-aa407ee6f4f09cedfb7f4be4d64f3b9dc0a88e5a","","","051c46b7b10d7990f42aa21568cfd38fc10dc009-0-0826fef39dc11ccc712bcb0a7164ae83f90116e0","051c46b7b10d7990f42aa21568cfd38fc10dc009","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","051c46b7b10d7990f42aa21568cfd38fc10dc009-8-f1c97e1f3ee3d0bc67d7900556fa36a502b4afa2"
"Army","","","311","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0561521cebf08349168b642b91c8d05bc7d3e65e-0-088e785f5306fb92784a50f926e2a380a5d423c1","","","0561521cebf08349168b642b91c8d05bc7d3e65e-0-a91f66adbd51998189fea33a2047af6be54472ce","0561521cebf08349168b642b91c8d05bc7d3e65e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0561521cebf08349168b642b91c8d05bc7d3e65e-0-b9ce55ca477dd2e5cbadfa3d944932111a05d28d"
"Foreign Military Sales","","","449","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0561521cebf08349168b642b91c8d05bc7d3e65e-1-ab2acf992adbee3e5bae56e3171b044a32932784","","","0561521cebf08349168b642b91c8d05bc7d3e65e-1-253bd7b09212a03a12a9ceee377a834d73948127","0561521cebf08349168b642b91c8d05bc7d3e65e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0561521cebf08349168b642b91c8d05bc7d3e65e-0-b9ce55ca477dd2e5cbadfa3d944932111a05d28d"
"Marine Corps","","","90","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0561521cebf08349168b642b91c8d05bc7d3e65e-2-13a9cf6dcba62a60ecc8eeb92d0f28e121d790d0","","","0561521cebf08349168b642b91c8d05bc7d3e65e-2-134c3a89283300e1a02d34ae8d017ca5c258238d","0561521cebf08349168b642b91c8d05bc7d3e65e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0561521cebf08349168b642b91c8d05bc7d3e65e-0-b9ce55ca477dd2e5cbadfa3d944932111a05d28d"
"Army","","","850","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0561521cebf08349168b642b91c8d05bc7d3e65e-0-95a7cbd96233dcf38a2bb045ad5bd939cfd03a56","","","0561521cebf08349168b642b91c8d05bc7d3e65e-0-a7f712eaa73448f1c61ae77b5d9b221160221f80","0561521cebf08349168b642b91c8d05bc7d3e65e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0561521cebf08349168b642b91c8d05bc7d3e65e-1-b7dff65cb72e760bd41d85073d99e5c28d5fb933"
"Marine Corps","","","327","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0561521cebf08349168b642b91c8d05bc7d3e65e-1-046ace30d99bac715b5e142838cc4e237369c3a8","","","0561521cebf08349168b642b91c8d05bc7d3e65e-1-94b5067dd7cd19367f968d29f92bea5bfd14ab26","0561521cebf08349168b642b91c8d05bc7d3e65e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0561521cebf08349168b642b91c8d05bc7d3e65e-1-b7dff65cb72e760bd41d85073d99e5c28d5fb933"
"Army","","","392","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0561521cebf08349168b642b91c8d05bc7d3e65e-0-7da1f59a049b9d3f229be3eb44a6a0e8fd176674","","","0561521cebf08349168b642b91c8d05bc7d3e65e-0-0f336d8b662d454e1a702130ddbe3bd00f0460e1","0561521cebf08349168b642b91c8d05bc7d3e65e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0561521cebf08349168b642b91c8d05bc7d3e65e-2-f3c7ec3597e1a0ccd57cb4921fe5cfee629c8b59"
"Foreign Military Sales","","","449","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0561521cebf08349168b642b91c8d05bc7d3e65e-1-a4aa9909b53b8410c62e14e2807588870d93d1bc","","","0561521cebf08349168b642b91c8d05bc7d3e65e-1-b8cfbea3a108981b093c4849caae248922447f88","0561521cebf08349168b642b91c8d05bc7d3e65e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0561521cebf08349168b642b91c8d05bc7d3e65e-2-f3c7ec3597e1a0ccd57cb4921fe5cfee629c8b59"
"Marine Corps","","","9","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0561521cebf08349168b642b91c8d05bc7d3e65e-2-fef65d403e983f13f7482402c8d683408e82bda0","","","0561521cebf08349168b642b91c8d05bc7d3e65e-2-70a5224d278fce687c552ef3bcc2a1ab7ebe42ad","0561521cebf08349168b642b91c8d05bc7d3e65e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0561521cebf08349168b642b91c8d05bc7d3e65e-2-f3c7ec3597e1a0ccd57cb4921fe5cfee629c8b59"
"Navy","","","33","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0768f43221782b7e463bf0c1de2bf2208b7a674b-0-9803366c26b45b37f25a8da7527f02570774707d","","","0768f43221782b7e463bf0c1de2bf2208b7a674b-0-fcb5228fda1c7c96f8ee6a6a2df0a3784ab3537c","0768f43221782b7e463bf0c1de2bf2208b7a674b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0768f43221782b7e463bf0c1de2bf2208b7a674b-0-d0cc96a96f97fc9325830ccef2b706dc35fc2a22"
"Army","","","4","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0768f43221782b7e463bf0c1de2bf2208b7a674b-1-a1e664203124aa3e1a25a15e2aa14852b398e43b","","","0768f43221782b7e463bf0c1de2bf2208b7a674b-1-b011ebc63affd12f7ea0a15937009fc515e3d45d","0768f43221782b7e463bf0c1de2bf2208b7a674b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0768f43221782b7e463bf0c1de2bf2208b7a674b-0-d0cc96a96f97fc9325830ccef2b706dc35fc2a22"
"Navy","","","29","Delivery schedule updated to reflect contractual delivery schedule start of Aug 2015 vs. previously listed July 2015.","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0768f43221782b7e463bf0c1de2bf2208b7a674b-0-a2e683fe2231c81257712bcb6b28ac06a0881454","","","0768f43221782b7e463bf0c1de2bf2208b7a674b-0-c78fbcb08299fbd394f87b5b267b82a09abef6e6","0768f43221782b7e463bf0c1de2bf2208b7a674b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0768f43221782b7e463bf0c1de2bf2208b7a674b-1-114c9836b6dd09f31e671c940a46b27e53f05d84"
"Air Force","","","1","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-093acf038559e24184a8c8ac7cc477f3c62c43af-0-03d5f3a673cc5f34ad76b55de9abceeff003a68a","","","093acf038559e24184a8c8ac7cc477f3c62c43af-0-293274b78f5a22bb7b88dd673da7705e14a14f13","093acf038559e24184a8c8ac7cc477f3c62c43af","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","093acf038559e24184a8c8ac7cc477f3c62c43af-0-c4669300be76c8bf73fcd3871d8a855a1dd9231d"
"Marine Corps","","","19","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-093acf038559e24184a8c8ac7cc477f3c62c43af-1-0d019e9794ab709d18356d1f83c1a95b3a6f491c","","","093acf038559e24184a8c8ac7cc477f3c62c43af-1-4d270f8e38a0f76457e0564fdd4f136140277b16","093acf038559e24184a8c8ac7cc477f3c62c43af","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","093acf038559e24184a8c8ac7cc477f3c62c43af-0-c4669300be76c8bf73fcd3871d8a855a1dd9231d"
"Air Force","","","4","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-093acf038559e24184a8c8ac7cc477f3c62c43af-0-fafc962e806eb67caf16ae37cb939ad0b5d28696","","","093acf038559e24184a8c8ac7cc477f3c62c43af-0-6b7a4c24e5b100e1d93bce598f28f733ef80e452","093acf038559e24184a8c8ac7cc477f3c62c43af","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","093acf038559e24184a8c8ac7cc477f3c62c43af-1-b974e8a7b665835a6343d00198df2da247a6b1f3"
"Marine Corps","","","19","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-093acf038559e24184a8c8ac7cc477f3c62c43af-1-fef6859353987e43eedabd20ecb027407dc48315","","","093acf038559e24184a8c8ac7cc477f3c62c43af-1-d7fe963d16838d7290ef86ba079b6e2e39413234","093acf038559e24184a8c8ac7cc477f3c62c43af","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","093acf038559e24184a8c8ac7cc477f3c62c43af-1-b974e8a7b665835a6343d00198df2da247a6b1f3"
"Army","","","32","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-09a0162a088a60586f34136f2aaba9651da27f67-0-69725037f81d5c603d90114576ff9751a6212b2c","","","09a0162a088a60586f34136f2aaba9651da27f67-0-ec6434366dde24203e4b8032a3c6dd0fa170149b","09a0162a088a60586f34136f2aaba9651da27f67","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","09a0162a088a60586f34136f2aaba9651da27f67-0-8a98b4280739c72d0c0a362f75eb489ae85e6b9d"
"Army","","","12","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-09a0162a088a60586f34136f2aaba9651da27f67-0-bb854d85fe171668a42829749b4518bfdc805f70","","","09a0162a088a60586f34136f2aaba9651da27f67-0-4869bd7a33f6315cc39d0cba577bca2a941f9732","09a0162a088a60586f34136f2aaba9651da27f67","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","09a0162a088a60586f34136f2aaba9651da27f67-1-3ee08df2a7068adc4581058d665ab952f7cdfe16"
"Army","","","111","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0b019e9859b658925f8cc253738f656dc7f9a9ee-0-163edc26a5fa73b15e4e58397470b5619a36a1de","","","0b019e9859b658925f8cc253738f656dc7f9a9ee-0-86f8a52b5fc122e11aeb20ad5a6e52ea9f56f132","0b019e9859b658925f8cc253738f656dc7f9a9ee","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0b019e9859b658925f8cc253738f656dc7f9a9ee-0-4c2dec446d51221500c414c3c35ce7c61c28ce5e"
"Army","","","50","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-0b019e9859b658925f8cc253738f656dc7f9a9ee-0-783afeb4e3816937a2eeb93a335cbe411b044c19","","","0b019e9859b658925f8cc253738f656dc7f9a9ee-0-c2f7962659afb201c24a80b725d7ee7f8350980d","0b019e9859b658925f8cc253738f656dc7f9a9ee","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","0b019e9859b658925f8cc253738f656dc7f9a9ee-1-db0b161d3371858c9f5ee403c27e912dc951c541"
