"ItemList_Item","CategorySubtotal_TotalCost_AllPriorYears_val","CategorySubtotal_TotalCost_PriorYear_val","CategorySubtotal_TotalCost_CurrentYear_val","CategorySubtotal_TotalCost_BudgetYearOneBase_val","CategorySubtotal_TotalCost_BudgetYearOneOCO_val","CategorySubtotal_TotalCost_BudgetYearOne_val","CategorySubtotal_TotalCost_BudgetYearTwo_val","CategorySubtotal_TotalCost_BudgetYearThree_val","CategorySubtotal_TotalCost_BudgetYearFour_val","CategorySubtotal_TotalCost_BudgetYearFive_val","CategorySubtotal_TotalCost_ToComplete_val","CategorySubtotal_TotalCost_Total_val","CategorySubtotal_TotalCost_Continuing_val","CategorySubtotal_Quantity","CategorySubtotal_UnitCost","Name_val","Name_@footnote","Remarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0ce061608e991ea9bb4f145a14edfb9c37fd42f8-0-01e96c922b8a0b3ceb55492cf837c6b548c5ec9a","","0","0","18.364","0","18.364","","","","","","","","","","Hardware","","","0ce061608e991ea9bb4f145a14edfb9c37fd42f8-0-61f9809fa7943e040ea251866c462d9d3892f7ad","0ce061608e991ea9bb4f145a14edfb9c37fd42f8","root.record.ItemExhibitList.P40AItemGroup","0ce061608e991ea9bb4f145a14edfb9c37fd42f8-1-b4b1fd7ccd8dd7c4732545904f303f30e1b9aa36"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0d00252784fca8e1eff17455dca089d9f4f6700b-0-11445cf9baa460b1eb992e7785d3af8dc7355880","53.224","17.323","14.964","13.432","","13.432","11.529","13.461","14.011","12.435","","","true","","","Distributed Common Ground/Surface System","","","0d00252784fca8e1eff17455dca089d9f4f6700b-0-98d03e7f669b9066464f3e772fd30f4de0ffcd4b","0d00252784fca8e1eff17455dca089d9f4f6700b","root.record.ItemExhibitList.P40AItemGroup","0d00252784fca8e1eff17455dca089d9f4f6700b-0-8dc6c1cb822011512880fd8b4b7591511bf30de3"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0f261a6fd7b3518fdcc369133607071628fa1c40-0-2059d6f56152c0e32c20c02dd336728a6d082132","0","20.751","9.485","0.573","0","0.573","7.188","7.908","8.047","8.192","0","62.144","","","","","","","0f261a6fd7b3518fdcc369133607071628fa1c40-0-d99ae0cd36d7ffebb0b7e7a047f5ce8dee9a26e7","0f261a6fd7b3518fdcc369133607071628fa1c40","root.record.ItemExhibitList.P40AItemGroup","0f261a6fd7b3518fdcc369133607071628fa1c40-0-872cd46761639473651c2ef4714f09950b7ab207"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0f261a6fd7b3518fdcc369133607071628fa1c40-0-f9774c6769510960e58d4119984f2d7e066544cc","0","14.55","26.701","0.75","0","0.75","22.609","22.972","21.841","22.233","0","131.656","","","","","","","0f261a6fd7b3518fdcc369133607071628fa1c40-0-364fc06037e17bef940ef1c3874219185cc4dab4","0f261a6fd7b3518fdcc369133607071628fa1c40","root.record.ItemExhibitList.P40AItemGroup","0f261a6fd7b3518fdcc369133607071628fa1c40-1-b13820e102b7941bcb9dddde81ec7f46c0bf3892"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-0f32c79a11bc454cc1f5d9ed469fe156840a61bb-0-230d39b333fdd38db11a538fc50e00114ce2e97f","137.719","2.239","1.419","","","","","","","","","","","","","1) Equipment","","","0f32c79a11bc454cc1f5d9ed469fe156840a61bb-0-e25de3016a5df30c06475c75dd39cf3e14be80f1","0f32c79a11bc454cc1f5d9ed469fe156840a61bb","root.record.ItemExhibitList.P40AItemGroup","0f32c79a11bc454cc1f5d9ed469fe156840a61bb-0-b1ce7adc33161f2f82d9ba81f09fe6376ed8788d"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-110f67b87bd41b17eee3426b4ccfebe7687dc4bc-0-9ef4f175f17d557de0d9819e7c48bcb2ddc2a9f0","24.705","4.767","3.83","5.812","0","5.812","4.86","3.903","1.932","1.968","0","51.777","","","","","","","110f67b87bd41b17eee3426b4ccfebe7687dc4bc-0-980a91bddff15e7fefce79f935748ed1c2581fc8","110f67b87bd41b17eee3426b4ccfebe7687dc4bc","root.record.ItemExhibitList.P40AItemGroup","110f67b87bd41b17eee3426b4ccfebe7687dc4bc-0-3ef2998dd777881791753a3ff1cf8bb9bad3bef5"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-153a9f7c113f692c1b3663e4f207a0f9cb26d59a-0-5d8ce4c9195124501aa7d6490629b9ce6d0550b6","8.095","1.556","0.145","0.115","0","0.115","0.107","0.1","0.1","0.1","0","10.318","","","","","","","153a9f7c113f692c1b3663e4f207a0f9cb26d59a-0-108964b994ff7912a1c24219c5fff309cdad030e","153a9f7c113f692c1b3663e4f207a0f9cb26d59a","root.record.ItemExhibitList.P40AItemGroup","153a9f7c113f692c1b3663e4f207a0f9cb26d59a-0-1a146ab60f780a1540bfa1e049a31baa32936603"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-1642a4f38774503b0b01f1ee3349d6e52b523873-0-468775a8768a22830da111f4135211162bd6c788","","82.985","137.698","179.541","0","179.541","","","","","","","","","","Uncategorized","","","1642a4f38774503b0b01f1ee3349d6e52b523873-0-612c781a6b8ecf725d6c37a87501ad4ea17ca1bc","1642a4f38774503b0b01f1ee3349d6e52b523873","root.record.ItemExhibitList.P40AItemGroup","1642a4f38774503b0b01f1ee3349d6e52b523873-0-95849d42e874df4ba6ec84909d4161a9f9ce740f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-1642a4f38774503b0b01f1ee3349d6e52b523873-0-075d9bc14cc954fc0d893238886f8032a9638094","0","0","8.595","4.105","0","4.105","","","","","","","","","","Uncategorized","","","1642a4f38774503b0b01f1ee3349d6e52b523873-0-a7a06df11990102bde1f43204403b616ff1f2fdd","1642a4f38774503b0b01f1ee3349d6e52b523873","root.record.ItemExhibitList.P40AItemGroup","1642a4f38774503b0b01f1ee3349d6e52b523873-1-577d788ebad2924db2a2470fee2bef49020bcc9f"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-1642a4f38774503b0b01f1ee3349d6e52b523873-0-586c3db1353cc21570a3a78b0dc489a3c72232ee","","","8.59","","0","0","","","","","","","","","","Program Support & Qual Testing","","","1642a4f38774503b0b01f1ee3349d6e52b523873-0-f73816e13274fdebffaf27a5088f4d2d8e369f90","1642a4f38774503b0b01f1ee3349d6e52b523873","root.record.ItemExhibitList.P40AItemGroup","1642a4f38774503b0b01f1ee3349d6e52b523873-2-198b78037548355cc07f825ebcbb724d52d07431"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-1642a4f38774503b0b01f1ee3349d6e52b523873-0-86aeb916e204c4c69c6b65d40d8ab5c7b7f67ccb","","0","7.14","0","0","0","","","","","","","","","","Uncategorized","","","1642a4f38774503b0b01f1ee3349d6e52b523873-0-26e0b0284a1c42cba2293307bfc19bbf42c5b7b9","1642a4f38774503b0b01f1ee3349d6e52b523873","root.record.ItemExhibitList.P40AItemGroup","1642a4f38774503b0b01f1ee3349d6e52b523873-3-84deedebbb73e33f8357dca31a8b14fc9492aac4"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-169b007f94d7eaf0e3a6ef578e1e43994fd0bd92-0-579ad73361da834b8f850374b9e32e3599f1b223","121.586","29.302","27.641","24.725","","24.725","23.419","22.619","23.07","23.532","","","true","","","","","","169b007f94d7eaf0e3a6ef578e1e43994fd0bd92-0-0b080cf91030c9717e0215cb37c42b28930bc49b","169b007f94d7eaf0e3a6ef578e1e43994fd0bd92","root.record.ItemExhibitList.P40AItemGroup","169b007f94d7eaf0e3a6ef578e1e43994fd0bd92-0-8e1fea297510a4085c6ed7923b1ab0579c3b985c"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-169b007f94d7eaf0e3a6ef578e1e43994fd0bd92-0-80799118fa0d705fc6f001650ec574c46603bc3b","0.828","0.297","0.218","0.254","","0.254","0.253","0.253","0.258","0.263","","","true","","","Commercial Heavy Armored Vehicles","","","169b007f94d7eaf0e3a6ef578e1e43994fd0bd92-0-07230b08a5f7e9fffc699cf870db62e000a39e4e","169b007f94d7eaf0e3a6ef578e1e43994fd0bd92","root.record.ItemExhibitList.P40AItemGroup","169b007f94d7eaf0e3a6ef578e1e43994fd0bd92-1-901b7f9adc450ae11f6d516a0627c54840a46280"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-17b130d67f3a1f56075b5c75c2a0c79c408ba1a8-0-f71fd7cddfc654e3a98a538ecf8a0fd4dff473b5","6.303","0.084","0.257","0.329","","0.329","","","","","","","","","","1) 5D830 PRODUCTION ENGINEERING","","","17b130d67f3a1f56075b5c75c2a0c79c408ba1a8-0-0a3f21e1472b4b17547a0a53610a1c044ba7fc08","17b130d67f3a1f56075b5c75c2a0c79c408ba1a8","root.record.ItemExhibitList.P40AItemGroup","17b130d67f3a1f56075b5c75c2a0c79c408ba1a8-0-f30cc8a6105227e326538e89386fe6f30468b6eb"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-17b24919638874d509d4dadfb2873b3873e43863-0-c260d39e1e44f2143d3ed49013339f295f2d6a91","85.224","16.519","16.258","13.757","1.205","14.962","","","","","","","","","","3) A059, CTG, 5.56MM BALL","","","17b24919638874d509d4dadfb2873b3873e43863-0-ea1bd81cd46321a86907baae7152bbf6cdd242ec","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup","17b24919638874d509d4dadfb2873b3873e43863-0-20cfc5beec4e29a4a1b32d2abd9d8c3578042345"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-17b24919638874d509d4dadfb2873b3873e43863-1-0a66599932969688211f2513cdd8483e48e06a1a","32.608","0.997","","","","","","","","","","","","","","4) A064, CTG, 5.56MM 4 & 1 LINKED","","","17b24919638874d509d4dadfb2873b3873e43863-1-69f01da4e16a85665e3957c3573f1eeb7962f0a0","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup","17b24919638874d509d4dadfb2873b3873e43863-0-20cfc5beec4e29a4a1b32d2abd9d8c3578042345"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-17b24919638874d509d4dadfb2873b3873e43863-2-f0fb1dc83ded2c48586a19730cd961f393829617","4.475","0.997","","","","","","","","","","","","","","5) A075, CTG, 5.56MM BLANK LINKED","","","17b24919638874d509d4dadfb2873b3873e43863-2-01cd65829221af92a844712e5034af840df9072f","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup","17b24919638874d509d4dadfb2873b3873e43863-0-20cfc5beec4e29a4a1b32d2abd9d8c3578042345"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-17b24919638874d509d4dadfb2873b3873e43863-3-f50106c01224a12c6ca741b65fdf0040c6446529","8.691","0.997","","","","","","","","","","","","","","6) A080, CTG, 5.56MM BLANK","","","17b24919638874d509d4dadfb2873b3873e43863-3-088cae586d1214c20dc7f6dbd2975645a5db0ce2","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup","17b24919638874d509d4dadfb2873b3873e43863-0-20cfc5beec4e29a4a1b32d2abd9d8c3578042345"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-17b24919638874d509d4dadfb2873b3873e43863-4-e8d6eb39c21703334a22629cc500ef2dc59097bd","32.13","11.778","","","","","","","","","","","","","","7) A131, CTG, 7.62MM 4 & 1 LINKED","","","17b24919638874d509d4dadfb2873b3873e43863-4-8c16d9cf67743ce30bb6e770d7cd8ef54bf1aaf3","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup","17b24919638874d509d4dadfb2873b3873e43863-0-20cfc5beec4e29a4a1b32d2abd9d8c3578042345"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-17b24919638874d509d4dadfb2873b3873e43863-5-4a0b0230b1a6734203750c1fcb9b85f7749a2a3c","16.363","","1","","","","","","","","","","","","","8) A143, CTG, 7.62MM BALL LINKED","","","17b24919638874d509d4dadfb2873b3873e43863-5-8d7a3ee47605ffbd12d2dc16c838287036dddf35","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup","17b24919638874d509d4dadfb2873b3873e43863-0-20cfc5beec4e29a4a1b32d2abd9d8c3578042345"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-17b24919638874d509d4dadfb2873b3873e43863-6-25bd00006ebdfcf9260aace9cd1772f7c9d2354c","12.342","1.5","0.288","0.287","","0.287","","","","","","","","","","9) A363, CTG, 9MM BALL","","","17b24919638874d509d4dadfb2873b3873e43863-6-e7078cb6ec76508745ee26a656b7a62961094da2","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup","17b24919638874d509d4dadfb2873b3873e43863-0-20cfc5beec4e29a4a1b32d2abd9d8c3578042345"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-17b24919638874d509d4dadfb2873b3873e43863-7-5ca23ac469f206a193c1310de12cfaeba46e8131","0.235","","0.128","","","","","","","","","","","","","10) A483, CTG CAL .45 MATCH GRADE","","","17b24919638874d509d4dadfb2873b3873e43863-7-feb03369e1fc8fde3bef22e3eb04726b1447d625","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup","17b24919638874d509d4dadfb2873b3873e43863-0-20cfc5beec4e29a4a1b32d2abd9d8c3578042345"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-17b24919638874d509d4dadfb2873b3873e43863-8-4bf1bf2a953f77d3506a0d8989146f1a4b5935a8","2.356","0.576","1.662","","","","","","","","","","","","","11) A552, CTG, CAL .50 GRADE AC BALL","","","17b24919638874d509d4dadfb2873b3873e43863-8-3a9120b437fa036b5231ab1e5381aaf7161f2ad9","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup","17b24919638874d509d4dadfb2873b3873e43863-0-20cfc5beec4e29a4a1b32d2abd9d8c3578042345"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-17b24919638874d509d4dadfb2873b3873e43863-9-7e65f9c7ce0d4c17cf855d521f6a9de158edd3b2","74.845","7.316","4.907","0.298","","0.298","","","","","","","","","","13) A576, CTG, CAL .50 4 & 1 LINKED","","","17b24919638874d509d4dadfb2873b3873e43863-9-8fdfe1de90e1275d9d1b400ec27a2ca321b9850f","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup","17b24919638874d509d4dadfb2873b3873e43863-0-20cfc5beec4e29a4a1b32d2abd9d8c3578042345"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-17b24919638874d509d4dadfb2873b3873e43863-10-7f0fdbb4a8b2e2155a30055176daaf42096377e7","0","0.254","","","","","","","","","","","","","","17) AA40, CTG, 5.56MM FRANGIBLE SNGL RD","","","17b24919638874d509d4dadfb2873b3873e43863-10-3d4049c1a8c0acb3c39027fb990dbbdcc85d9dab","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup","17b24919638874d509d4dadfb2873b3873e43863-0-20cfc5beec4e29a4a1b32d2abd9d8c3578042345"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-17b24919638874d509d4dadfb2873b3873e43863-11-01d9a5fa43ba6549a88b8c0786ee12cbdfb1d4dc","0","","","0.249","","0.249","","","","","","","","","","18) AA53, CTG, 5.56MM SPECIAL BALL LONG RANGE (77GR)","","","17b24919638874d509d4dadfb2873b3873e43863-11-ca5f98e91f72e506c09b88bd92729d8b74615a7f","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup","17b24919638874d509d4dadfb2873b3873e43863-0-20cfc5beec4e29a4a1b32d2abd9d8c3578042345"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-17b24919638874d509d4dadfb2873b3873e43863-12-9b366e65bbd37acfb7e78177fd2ef788ab87e238","0","","0.255","","","","","","","","","","","","","19) AA67, CTG, 5.56MM MOLY COATED (77GR)","","","17b24919638874d509d4dadfb2873b3873e43863-12-08eef736e4e5e43391eb9a36b5682424aeea1b1d","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup","17b24919638874d509d4dadfb2873b3873e43863-0-20cfc5beec4e29a4a1b32d2abd9d8c3578042345"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-17b24919638874d509d4dadfb2873b3873e43863-13-e803f6aab5097d7093edbdc956ff62d54a4e3408","0","","","3.788","","3.788","","","","","","","","","","22) AB05, CTG, 5.56MM SESAMS SINGLE RND (BLUE)","","","17b24919638874d509d4dadfb2873b3873e43863-13-a20e930ce5aad292619cfb21db7d954931aa03f6","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup","17b24919638874d509d4dadfb2873b3873e43863-0-20cfc5beec4e29a4a1b32d2abd9d8c3578042345"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-17b24919638874d509d4dadfb2873b3873e43863-14-3e35fe5642ed85d8f4bccf3979bd463526adda16","0","","","2.682","","2.682","","","","","","","","","","23) AB06, CTG, 5.56MM SESAMS SINGLE RND (RED)","","","17b24919638874d509d4dadfb2873b3873e43863-14-0525c26d40724d387ab9d64c61daf311b31fd3e4","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup","17b24919638874d509d4dadfb2873b3873e43863-0-20cfc5beec4e29a4a1b32d2abd9d8c3578042345"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-17b24919638874d509d4dadfb2873b3873e43863-15-97276f6c033a4e4b759b8101c4b7dc0307cfae9f","7.305","","","4.092","","4.092","","","","","","","","","","25) AB64, CTG, CAL .50 4 & 1 REDUCED RANGE LINKED","","","17b24919638874d509d4dadfb2873b3873e43863-15-3d2150b3fd090af2db61db1e6dd981b5553791f2","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup","17b24919638874d509d4dadfb2873b3873e43863-0-20cfc5beec4e29a4a1b32d2abd9d8c3578042345"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-17b24919638874d509d4dadfb2873b3873e43863-16-65f82069a40d4c169efc3d5a3c0697fddac719fb","0","","","2.728","","2.728","","","","","","","","","","26) AB65, CTG, CAL .50 BALL REDUCED RANGE LINKED","","","17b24919638874d509d4dadfb2873b3873e43863-16-9f906d2fcec58cbeb0745dae01c387b63a85b800","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup","17b24919638874d509d4dadfb2873b3873e43863-0-20cfc5beec4e29a4a1b32d2abd9d8c3578042345"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-17b24919638874d509d4dadfb2873b3873e43863-17-0844c6403425696c3cbf54956a5db99485f1ce24","0.347","0.149","0.077","0.077","","0.077","","","","","","","","","","28) AXX3, CTG, 9MM BLANK SINGLE ROUND","","","17b24919638874d509d4dadfb2873b3873e43863-17-659a83afc87c3479f73ddbda0df7678fa3d455d1","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup","17b24919638874d509d4dadfb2873b3873e43863-0-20cfc5beec4e29a4a1b32d2abd9d8c3578042345"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-17b24919638874d509d4dadfb2873b3873e43863-18-6fcb40454013caadb7f92026346c29f70d7027fd","25.898","","","","","","","","","","","","","","","29) PRIOR YEARS CUMULATIVE FUNDING","","","17b24919638874d509d4dadfb2873b3873e43863-18-84c677827092eb31a9f003f2ca0b6f6a62225e59","17b24919638874d509d4dadfb2873b3873e43863","root.record.ItemExhibitList.P40AItemGroup","17b24919638874d509d4dadfb2873b3873e43863-0-20cfc5beec4e29a4a1b32d2abd9d8c3578042345"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-1a45617c2910cee50ad09558a6def0c067bde0ac-0-47fb95f4056e1da306bd469bbe0372281e9ec4d0","3.925","0.433","0.449","","","","","","","","","","","","","1) VM201 - ACOUSTIC COMMUNICATIONS (ACOMMS) AND DEPTH SOUNDERS","","","1a45617c2910cee50ad09558a6def0c067bde0ac-0-3515451bf28f71f465e57b99e24266669ee24b28","1a45617c2910cee50ad09558a6def0c067bde0ac","root.record.ItemExhibitList.P40AItemGroup","1a45617c2910cee50ad09558a6def0c067bde0ac-0-d17d586b63c0c0da57a8f14973bc235d38086f0a"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-1a45617c2910cee50ad09558a6def0c067bde0ac-1-2b3e5c483b2badcefecdc975999f01bbea1f2b4e","6.475","","","","","","","","","","","","","","","2) VM301 - AIRCRAFT CARRIER TACTICAL SUPPORT CENTER (CV-TSC)","","","1a45617c2910cee50ad09558a6def0c067bde0ac-1-22d8d4fe0b0b9b000f560d429d4e37003b7ce4e8","1a45617c2910cee50ad09558a6def0c067bde0ac","root.record.ItemExhibitList.P40AItemGroup","1a45617c2910cee50ad09558a6def0c067bde0ac-0-d17d586b63c0c0da57a8f14973bc235d38086f0a"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-1a45617c2910cee50ad09558a6def0c067bde0ac-2-c23671730d8aacbdb8e74bffe8387b5fc93c3c92","49.747","0.342","2.679","2.385","","2.385","","","","","","","","","","3) VM401 - SURFACE SONAR WINDOWS AND DOMES","","","1a45617c2910cee50ad09558a6def0c067bde0ac-2-c73e40e0bb04423d576c3e18c485f2e74b9ff6e6","1a45617c2910cee50ad09558a6def0c067bde0ac","root.record.ItemExhibitList.P40AItemGroup","1a45617c2910cee50ad09558a6def0c067bde0ac-0-d17d586b63c0c0da57a8f14973bc235d38086f0a"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-1a45617c2910cee50ad09558a6def0c067bde0ac-3-af126901d474a380c080c10619fefa89674d57f0","33.095","3.589","3.867","4.463","","4.463","","","","","","","","","","4) VM601 - UNDERSEA WARFARE DECISION SUPPORT SYSTEM (USW-DSS)","","","1a45617c2910cee50ad09558a6def0c067bde0ac-3-7aa4cac91daef2f9cc7054a02e391278cb5efa50","1a45617c2910cee50ad09558a6def0c067bde0ac","root.record.ItemExhibitList.P40AItemGroup","1a45617c2910cee50ad09558a6def0c067bde0ac-0-d17d586b63c0c0da57a8f14973bc235d38086f0a"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-1bb8c4ce19c6b443252202f7afe952c311e4bcb7-0-68c795bf98912599f97996511f7510c31e6b95f4","35.605","11.549","11.219","8.569","","8.569","","","","","","","","","","1) Items Less than $5M","","","1bb8c4ce19c6b443252202f7afe952c311e4bcb7-0-0a59093ba1d71bc7a41f00554d94e899b219d0af","1bb8c4ce19c6b443252202f7afe952c311e4bcb7","root.record.ItemExhibitList.P40AItemGroup","1bb8c4ce19c6b443252202f7afe952c311e4bcb7-0-9b9271d7d6ba97398f5d3929c76c28be6b916281"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-1c153d3fa294ff3f6f7df51bb89e4428a28bfac2-0-16740a6a3e6584dfb2ee7168d07a086faf74a8a7","5.311","6.397","7.928","","","","","","","","","19.636","","","","SOF-Unique Small Unmanned Aircraft System (SUAS)","","","1c153d3fa294ff3f6f7df51bb89e4428a28bfac2-0-c516cfbe1bba52f8fa373b8e00f2d8f3a271ccff","1c153d3fa294ff3f6f7df51bb89e4428a28bfac2","root.record.ItemExhibitList.P40AItemGroup","1c153d3fa294ff3f6f7df51bb89e4428a28bfac2-0-9027525e820486b245e84ccd539bca225f36f160"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-1c153d3fa294ff3f6f7df51bb89e4428a28bfac2-1-a20037be5abcd297b93b86a337ebf1387c2541b2","","","7.659","","","","","","","","","7.659","","","","Multi-Mission Tactical Unmanned Aircraft System (MTUAS)","","","1c153d3fa294ff3f6f7df51bb89e4428a28bfac2-1-847efa9905d1d5dc915b056f7d14fcc57de2eb32","1c153d3fa294ff3f6f7df51bb89e4428a28bfac2","root.record.ItemExhibitList.P40AItemGroup","1c153d3fa294ff3f6f7df51bb89e4428a28bfac2-0-9027525e820486b245e84ccd539bca225f36f160"
"root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList-1d689f0f36258fe897c6ef0040b400c62cdda1ee-0-4cb7a92b85fc283e77dbc7cbcb7b3cf1fe2144a9","1249.69","2.223","1.777","2.088","0","2.088","6.025","5.22","2.02","2.02","0.075","1271.138","","","","","","","1d689f0f36258fe897c6ef0040b400c62cdda1ee-0-52643bbc763276a5866f12759f6c35409c2a9250","1d689f0f36258fe897c6ef0040b400c62cdda1ee","root.record.ItemExhibitList.P40AItemGroup","1d689f0f36258fe897c6ef0040b400c62cdda1ee-0-53a4156401ac08e600449bc32c0f5750813b8cea"
