"Name_@footnote","Name_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_AllPriorYears_val","Cost_TotalCost_BudgetYearOneOCO_val","Cost_TotalCost_ToComplete_val","Cost_TotalCost_Total_val","Cost_TotalCost_Continuing_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_BudgetYearFive_val","Cost_Quantity_AllPriorYears_val","Cost_Quantity_PriorYear_val","Cost_Quantity_CurrentYear_val","Cost_Quantity_BudgetYearOneBase_val","Cost_Quantity_BudgetYearOne_val","Cost_Quantity_Total_val","Cost_Quantity_BudgetYearOneOCO_val","Cost_Quantity_BudgetYearTwo_val","Cost_Quantity_BudgetYearThree_val","Cost_Quantity_BudgetYearFour_val","Cost_Quantity_BudgetYearFive_val","Cost_UnitCost_AllPriorYears_val","Cost_UnitCost_PriorYear_val","Cost_UnitCost_CurrentYear_val","Cost_UnitCost_BudgetYearOneBase_val","Cost_UnitCost_BudgetYearOne_val","Cost_UnitCost_Total_val","Cost_UnitCost_BudgetYearOneOCO_val","Cost_UnitCost_BudgetYearTwo_val","Cost_UnitCost_BudgetYearThree_val","Cost_UnitCost_BudgetYearFour_val","Cost_UnitCost_BudgetYearFive_val","Cost_PriorYear_UnitCost_val","Cost_PriorYear_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_BudgetYearOneOCO_UnitCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearOne_UnitCost_val","Cost_BudgetYearOne_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_Continuing_val","Cost_AllPriorYears_TotalCost_val","Cost_AllPriorYears_UnitCost_val","Cost_AllPriorYears_Quantity_val","Cost_CurrentYear_TotalCost_val","Cost_CurrentYear_UnitCost_val","Cost_CurrentYear_Quantity_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOneBase_UnitCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_ToComplete_UnitCost_val","Cost_ToComplete_Quantity_val","Cost_ToComplete_TotalCost_val","Cost_Total_Quantity_val","Cost_Total_TotalCost_val","Cost_Total_UnitCost_val","Cost_BudgetYearTwo_UnitCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearThree_UnitCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearFour_UnitCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFive_UnitCost_val","Cost_BudgetYearFive_Quantity_val","Cost_BudgetYearFive_TotalCost_val","AllPriorYearsDeliveries_val","ManufacturerList_Manufacturer","IdCode_val","SubCostElementList_SubCostElement","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"","Network Security Equipment","","","","1.09","","","","1.09","","","","","","","1","","","","1","","","","","","","1.09","","","","1.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-2f57950a964560dac5fb1e27226ebffd9ab25762-3-1582e96c25f8ba71e403bf6cc1a40cfbee34e9a7","","","2f57950a964560dac5fb1e27226ebffd9ab25762-3-2712d91edb289143d9a1b9903db06aab675c84d8","2f57950a964560dac5fb1e27226ebffd9ab25762","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","2f57950a964560dac5fb1e27226ebffd9ab25762-1-2388acb2956441a2e9ed229583503d7017c37489"
"","PSP Kit Initial Spares","11.988","12.915","12.915","7.578","12.301","","","","true","3.005","3.012","3.401","3.474","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30ec5fe45a8baaeea3cc4637c298e8d8ab727025-0-28a2cad3d8c64f13c4629fbdad83ce78969323ae","30ec5fe45a8baaeea3cc4637c298e8d8ab727025","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","30ec5fe45a8baaeea3cc4637c298e8d8ab727025-0-01eec5557752cd9e3a06817b8a54081b44ae6d3c"
"","PSP Large Caliber Gun Kit Initial Spares","3.3","","","3.175","0.864","","","7.339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30ec5fe45a8baaeea3cc4637c298e8d8ab727025-1-e8e15e421c8cbe1d65e81d4c77aafc26b9b80982","30ec5fe45a8baaeea3cc4637c298e8d8ab727025","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","30ec5fe45a8baaeea3cc4637c298e8d8ab727025-0-01eec5557752cd9e3a06817b8a54081b44ae6d3c"
"","Initial Non-Recurring Engineering","14.955","2.351","2.351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3a41f14de73920d3046dfd0011236563890b444d-0-5b22620a6ab2136d09bacabb1c2d864b9eeffaf4","3a41f14de73920d3046dfd0011236563890b444d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","3a41f14de73920d3046dfd0011236563890b444d-0-49bef5a22b7ebe822b45e1e28eca56acecd8d5a8"
"","System Test and Evaluation","3.933","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3a41f14de73920d3046dfd0011236563890b444d-1-64f14016d575e7551d3990120a7f707c8c4be8f0","3a41f14de73920d3046dfd0011236563890b444d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","3a41f14de73920d3046dfd0011236563890b444d-0-49bef5a22b7ebe822b45e1e28eca56acecd8d5a8"
"","3.1.1) B643 PRODUCTION ENGINEERING","","","","0.734","0.377","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","413dbd9129122b1d4588a18a40a91dc85db3fc44-0-bcc9c479c470e69c329c6d8e4db66b9718339a2e","413dbd9129122b1d4588a18a40a91dc85db3fc44","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","413dbd9129122b1d4588a18a40a91dc85db3fc44-2-b053f438d49b935ac63806e509e2812a5132f6f6"
"","4.1.1) PRIOR YEARS CUMULATIVE FUNDING","","","","","29.054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","413dbd9129122b1d4588a18a40a91dc85db3fc44-0-a3d7d9639c6d187074f0128e0a1b307559ee7d04","413dbd9129122b1d4588a18a40a91dc85db3fc44","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","413dbd9129122b1d4588a18a40a91dc85db3fc44-3-20100e3ad533466be3e4b141e10064acd7e6c617"
"","ERI Operation Atlantic Resolve (OAR) Network","","","4.5","","","4.5","","","","","","","","","","","","1","","1","","","","","","","","","4500","","4500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-43d3554eb744da6b704f76d75f1225b38f0de759-0-b562f34e4b9fe03961f15be1e186d28d3fe4a817","","","43d3554eb744da6b704f76d75f1225b38f0de759-0-b582c44d811b002b1ef061b965c7ba44fc4f1412","43d3554eb744da6b704f76d75f1225b38f0de759","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","43d3554eb744da6b704f76d75f1225b38f0de759-0-f6d7a467ae34693887907da3a467e9d455d44087"
"","Shelterized Tech Comm Facilities","","","","11.5","","","","","","","","","","","1","","","","","","","","","","","11500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-43d3554eb744da6b704f76d75f1225b38f0de759-1-05ac1a8ef79e1388306c1c0f88c97344bb928089","","","43d3554eb744da6b704f76d75f1225b38f0de759-1-1c81530791455737e0dca6dbeb4dc958e80e7e6a","43d3554eb744da6b704f76d75f1225b38f0de759","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","43d3554eb744da6b704f76d75f1225b38f0de759-0-f6d7a467ae34693887907da3a467e9d455d44087"
"","I3MP SWA","","","","","850.885","","","","","","","","","1","","","","","","","","","","","850885","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43d3554eb744da6b704f76d75f1225b38f0de759-2-dd12f95c25722b1b9229f4b4f0337fbcf90c2748","43d3554eb744da6b704f76d75f1225b38f0de759","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","43d3554eb744da6b704f76d75f1225b38f0de759-0-f6d7a467ae34693887907da3a467e9d455d44087"
"","Multi-Protocol Packet Label Switching SW Asia","","","","7","","","","","","","","","","","1","","","","","","","","","","","7000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-43d3554eb744da6b704f76d75f1225b38f0de759-3-5d19b3ae90733f6c0d4b4f099d65c9e55826dbe1","","","43d3554eb744da6b704f76d75f1225b38f0de759-3-3bb2331b9c11cff0275f72f53aa649648f22cb07","43d3554eb744da6b704f76d75f1225b38f0de759","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","43d3554eb744da6b704f76d75f1225b38f0de759-0-f6d7a467ae34693887907da3a467e9d455d44087"
"","OFS Camp Buehring","5","","","","","","","","","","","","","","","1","","","","","","","","","","","5000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-43d3554eb744da6b704f76d75f1225b38f0de759-0-bcb890c7ac55862865bdaae79e1c11783fe11a0d","","","43d3554eb744da6b704f76d75f1225b38f0de759-0-9703c3738a4e982e36acc47baeee7808a4a7e795","43d3554eb744da6b704f76d75f1225b38f0de759","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","43d3554eb744da6b704f76d75f1225b38f0de759-0-40ee3255854986fcd8123490ec8eda3f670de096"
"","OFS Diverse Pt of Presence Camp Arifjan","4.5","","","","","","","","","","","","","","","1","","","","","","","","","","","4500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-43d3554eb744da6b704f76d75f1225b38f0de759-1-9413820209cf6314e2756798938d0191f19e5dc5","","","43d3554eb744da6b704f76d75f1225b38f0de759-1-88ccd13b4807c9ed55d65cba93b015cbbe59e08a","43d3554eb744da6b704f76d75f1225b38f0de759","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","43d3554eb744da6b704f76d75f1225b38f0de759-0-40ee3255854986fcd8123490ec8eda3f670de096"
"","OFS COOP/DR OCP ARCENT-Forward","3.5","","","","","","","","","","","","","","","1","","","","","","","","","","","3500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-43d3554eb744da6b704f76d75f1225b38f0de759-2-692e7340b055cdb0c0d2e5f1d7de328e7ce6c33d","","","43d3554eb744da6b704f76d75f1225b38f0de759-2-5dd88db2fb1f1d0a1f9d19fcc38b03be6204a46c","43d3554eb744da6b704f76d75f1225b38f0de759","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","43d3554eb744da6b704f76d75f1225b38f0de759-0-40ee3255854986fcd8123490ec8eda3f670de096"
"","OFS OSP Enduring Sites","6","","","","","","","","","","","","","","","1","","","","","","","","","","","6000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-43d3554eb744da6b704f76d75f1225b38f0de759-3-df3410ea2bb2502af1769221267ca29895c48fc1","","","43d3554eb744da6b704f76d75f1225b38f0de759-3-6c2d260478ec736a82fbc198fdae289fd1d4e104","43d3554eb744da6b704f76d75f1225b38f0de759","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","43d3554eb744da6b704f76d75f1225b38f0de759-0-40ee3255854986fcd8123490ec8eda3f670de096"
"","OFS Comm Infra Enduring Sites","4","","","","","","","","","","","","","","","1","","","","","","","","","","","4000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-43d3554eb744da6b704f76d75f1225b38f0de759-4-a9adc8644181710956196c65eaa46a16ffd12183","","","43d3554eb744da6b704f76d75f1225b38f0de759-4-3b3a215d52b2bd4e8445b3b72347a0e6dd59c901","43d3554eb744da6b704f76d75f1225b38f0de759","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","43d3554eb744da6b704f76d75f1225b38f0de759-0-40ee3255854986fcd8123490ec8eda3f670de096"
"","OFS IPN/SPPN","6.5","","","","","","","","","","","","","","","1","","","","","","","","","","","6500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList-43d3554eb744da6b704f76d75f1225b38f0de759-5-c8a8e80b7538b5ab98cf8e9ce44a6cf4790c5cbe","","","43d3554eb744da6b704f76d75f1225b38f0de759-5-ab5d271b5bde275b04fb99bacc67a084a0ade421","43d3554eb744da6b704f76d75f1225b38f0de759","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","43d3554eb744da6b704f76d75f1225b38f0de759-0-40ee3255854986fcd8123490ec8eda3f670de096"
"","STEP (OCO) - DISN-TE (Component Hardware)","","","","","6.387","","","","true","","","","","27","","","","","","","","","","","0.237","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47723ef1495bf1885cfb8c653805735687ef4aaf-0-ef751b0dc32c55b11ad69b5e256905a5f9d6a0af","47723ef1495bf1885cfb8c653805735687ef4aaf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","47723ef1495bf1885cfb8c653805735687ef4aaf-0-2fb5437dbec44f74a57ed9579047606a01c53dcd"
"","STEP (OCO) - Hardware (Multiplexers, Encryption)","","","","0.886","1.979","","","","true","","","","","5","2","","","","","","","","","","0.396","0.443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47723ef1495bf1885cfb8c653805735687ef4aaf-1-e3457d44a245c726b30191054604650c403dbef5","47723ef1495bf1885cfb8c653805735687ef4aaf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","47723ef1495bf1885cfb8c653805735687ef4aaf-0-2fb5437dbec44f74a57ed9579047606a01c53dcd"
"","STEP (OCO) JIPM NCC (Engineering & Install)","1.94","","","3.42","4.972","","","","true","","","","","6","4","1","","","","","","","","","0.829","0.855","1.94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47723ef1495bf1885cfb8c653805735687ef4aaf-2-951fb39d39ad1e57aec34bcbc984bc3134be16a4","47723ef1495bf1885cfb8c653805735687ef4aaf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","47723ef1495bf1885cfb8c653805735687ef4aaf-0-2fb5437dbec44f74a57ed9579047606a01c53dcd"
"","3.1.1) Prior Year Cum Funding","","","","","1.305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5074690de240ed250f7dadc1d91683abca34a7da-0-6bff4cb00438356d9b7a1c2852b69ae528eadcad","5074690de240ed250f7dadc1d91683abca34a7da","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","5074690de240ed250f7dadc1d91683abca34a7da-2-ae9a14cc6e645f3eebb949d6304f510043adeca5"
"","4.1.1) PRIOR YEARS CUMULATIVE FUNDING","","","","","3.738","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56cb67aa2ddb56422632621bfb57908fa5299fc2-0-e07c5c3101ac4f4214e88a31f8ec0248e7e4c727","56cb67aa2ddb56422632621bfb57908fa5299fc2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","56cb67aa2ddb56422632621bfb57908fa5299fc2-3-a77c2f2424bdc14cc882c8867c8f22c3a4ad6c3f"
"FY16 Non-Recurring Engineering (NRE) funds for the procurement of 4 Pre-POM units and 2 POM units for government testing, first article testing, tooling and test equipment, procurement of technical data package updates and contractor start-up costs including tooling, facility certification, contractor supplied test equipment for production, and development of inspection, assembly and testing procedures, as well as other processes, procedures, and data required for the NRE phase of the program, which runs from contract award through Production Readiness Review for the new competitively awarded contract. The funding also pays for the obsolescence redesign, software updates due to changing components for obsolescence, test equipment updates due to design changes and software changes made to the weapon.","1.2.1) CBASS NRE","18.822","","","","31.675","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5b696ac29b8b4bc96de1a7e1a3e1d1d6a229695c-0-bb4c8bbb6c7f42e7a531e9293d3438eb1d665f07","5b696ac29b8b4bc96de1a7e1a3e1d1d6a229695c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","5b696ac29b8b4bc96de1a7e1a3e1d1d6a229695c-0-64ec3f71b48b5a4c33ce3e6c38b3f07d6b598308"
"","3.1.1) 400HZ","0","0","0","0","3.994","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64b9b7f882781680365a3bd1e4101ef182eadba2-0-4ba424dc3013585531f8a39c652ba83e9bdc9dc9","64b9b7f882781680365a3bd1e4101ef182eadba2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","64b9b7f882781680365a3bd1e4101ef182eadba2-2-73ef17dddbc43a9d6d13cd28412d3e165e3cdbf9"
"","1.2.1) Production Engineering - Knifefish","0","1.104","1.104","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64b9b7f882781680365a3bd1e4101ef182eadba2-0-d7bd2ead615d9ed677a5288e0e0e5d6747e7cc8f","64b9b7f882781680365a3bd1e4101ef182eadba2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","64b9b7f882781680365a3bd1e4101ef182eadba2-0-cf48a2eb937ee2737213ca0dd3e47e47e6760017"
"","1.1.1) AIMS","0","0","0","0","9.574","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64b9b7f882781680365a3bd1e4101ef182eadba2-0-4439f95332b82f2087f63a1c3352b299f5419420","64b9b7f882781680365a3bd1e4101ef182eadba2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","64b9b7f882781680365a3bd1e4101ef182eadba2-0-b90890c32c1a1d019f82b78e7c7b73715b521bf6"
"","3.1.1) SEA BOTTOM MAPPING","0","0","0","0","1.711","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64b9b7f882781680365a3bd1e4101ef182eadba2-0-2d032a86f38a45e80fe48ab6a09ab2b8294df5d4","64b9b7f882781680365a3bd1e4101ef182eadba2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware","64b9b7f882781680365a3bd1e4101ef182eadba2-2-a2a2271ef455e3b3dd1bd2914c08c1ad1dce9d92"
