"val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"1160403BB","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-1-dd8d873368d8288ea0031109b21bfc5effd63cd0","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-3-51b90d81b017569ea5cd7c977dfe8af8242f1d11"
"1160403BB","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-0-133914a23f5518521d70c5ec8ca7f3dfc1079744","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-4-a8a6d736a256158d656cdac056a433dec4e7195f"
"1160482BB","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-1-b450d0ec45c5f56fc93812ae4edef287634d9c24","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-4-a8a6d736a256158d656cdac056a433dec4e7195f"
"1160403BB","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-0-e878010ef3f93b65915cac7d531dc34beeb1db7e","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-5-c63070b4b6754eb14bad1d05d02785c2d718f6f3"
"1160482BB","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-1-706cc0199fd94e5a3ae91a8079cb1a93dee10fdf","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-5-c63070b4b6754eb14bad1d05d02785c2d718f6f3"
"1160403BB","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-0-5104de4eb3cd83a04db0b6740f0af0476039212c","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9","root.record.ItemExhibitList.P3AModificationItemGroup","8ce449dcb1c5f8e5105b0b81cb1d700ae70eaef9-6-9ba0516057586ea484d856d305cdede12bfd62a4"
"0305206N","949ce5ba389457c7cdeac49897c87b598ddd8db9-0-23221b2959246412755968c8219c95cad296dfd0","949ce5ba389457c7cdeac49897c87b598ddd8db9","root.record.ItemExhibitList.P3AModificationItemGroup","949ce5ba389457c7cdeac49897c87b598ddd8db9-0-1315d689c9297a647e55318e0f26c2947bf6c81b"
"0305206N","949ce5ba389457c7cdeac49897c87b598ddd8db9-0-01ad2b85452b5140a53ab59738c3867a8fa22e24","949ce5ba389457c7cdeac49897c87b598ddd8db9","root.record.ItemExhibitList.P3AModificationItemGroup","949ce5ba389457c7cdeac49897c87b598ddd8db9-1-08859f2440da7dd7aedbe09698d542ffbb68ad96"
"0305206N","949ce5ba389457c7cdeac49897c87b598ddd8db9-0-a4728384597f0cca1b0562f10dad1f98b9c0bf82","949ce5ba389457c7cdeac49897c87b598ddd8db9","root.record.ItemExhibitList.P3AModificationItemGroup","949ce5ba389457c7cdeac49897c87b598ddd8db9-2-4fe0a434f7ca1bfd7829cdb61414223d22c46071"
"0204228N","95fc4c98042612784e95c45b240101b7c37297dc-0-8a206bb05895fc7ca5d3be96560706652e6c3296","95fc4c98042612784e95c45b240101b7c37297dc","root.record.ItemExhibitList.P3AModificationItemGroup","95fc4c98042612784e95c45b240101b7c37297dc-2-9a25410e79d2d1d93e164688d142e38c5d043711"
