"Name_val","LineItemNumber_val","Cost_PriorYear_val","Cost_CurrentYear_val","Cost_BudgetYearOneBase_val","Cost_BudgetYearOne_val","Cost_BudgetYearOneOCO_val","Cost_AllPriorYears_val","Cost_BudgetYearTwo_val","Cost_BudgetYearThree_val","Cost_BudgetYearFour_val","Cost_BudgetYearFive_val","Cost_ToComplete_val","Cost_Total_val","MDAPCode_val","P1LineNumber_val","P1LineItemNumber_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Spares for AOA Consumables","9714","47.003","18.374","27.727","27.727","","","","","","","","","","","","91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7-4-8bd046e17527aaab2eee42f7cf917ff2c1d84f99","91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","91f3f1df81d6aabc273c6fe9a5ea7506a928a3b7-0-91cadc89651d65474721328b96365f5225a6a4de"
"AIM-9 Tactical AIM Missile (0207161F)","1","3.492","7.866","8.854","8.854","0.000","0.000","","","","","","","","","","97c1b1353895505b39e0182008f3db6beae4965a-0-00037e1f5c3f6b71055e1a01b4225caa1821dc0f","97c1b1353895505b39e0182008f3db6beae4965a","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","97c1b1353895505b39e0182008f3db6beae4965a-0-ba7f8053d00c22cd70028c4c15785b589c2e18ae"
"AGM-65D Maverick (0207313F)","10","0.000","1.398","1.401","1.401","0.000","0.000","","","","","","","","","","97c1b1353895505b39e0182008f3db6beae4965a-1-03622fd7dca73844c7f77320058c75aafe3f30d5","97c1b1353895505b39e0182008f3db6beae4965a","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","97c1b1353895505b39e0182008f3db6beae4965a-0-ba7f8053d00c22cd70028c4c15785b589c2e18ae"
"Preditor Hellfire Missile (0201109F)","11","0.000","0.299","0.3","0.3","0.000","0.000","","","","","","","","","","97c1b1353895505b39e0182008f3db6beae4965a-2-0eebeebbec9617e703deeda934188ef9dda17f20","97c1b1353895505b39e0182008f3db6beae4965a","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","97c1b1353895505b39e0182008f3db6beae4965a-0-ba7f8053d00c22cd70028c4c15785b589c2e18ae"
"AGM-86 Air Launced Cruise Missile (0101122F) (ALCM)","2","0.264","1.296","5.206","5.206","0.000","0.000","","","","","","","","","","97c1b1353895505b39e0182008f3db6beae4965a-3-56999506ff67e415cc3b1dc278d35d6e55226996","97c1b1353895505b39e0182008f3db6beae4965a","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","97c1b1353895505b39e0182008f3db6beae4965a-0-ba7f8053d00c22cd70028c4c15785b589c2e18ae"
"LGM-30 MINUTEMAN (0101213F) (MM III)","4","19.511","13.922","36.908","36.908","0.000","0.000","","","","","","","","","","97c1b1353895505b39e0182008f3db6beae4965a-4-4e9f36abf5aeb64c8148b53550fe68c1a9d41552","97c1b1353895505b39e0182008f3db6beae4965a","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","97c1b1353895505b39e0182008f3db6beae4965a-0-ba7f8053d00c22cd70028c4c15785b589c2e18ae"
"Small Diameter Bomb (0207327F)","6","0.000","0.000","14.755","14.755","0.000","0.000","","","","","","","","","","97c1b1353895505b39e0182008f3db6beae4965a-5-ed6228585a71fff1700ff592ab91752a5807f049","97c1b1353895505b39e0182008f3db6beae4965a","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","97c1b1353895505b39e0182008f3db6beae4965a-0-ba7f8053d00c22cd70028c4c15785b589c2e18ae"
"AGM-88A Tactical AGM Missile  (0207162F) (HARM)","7","9.919","3.401","3.338","3.338","0.000","0.000","","","","","","","","","","97c1b1353895505b39e0182008f3db6beae4965a-6-f0d67358cd4dc7a8467897b3f37eab6f5a88eef0","97c1b1353895505b39e0182008f3db6beae4965a","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","97c1b1353895505b39e0182008f3db6beae4965a-0-ba7f8053d00c22cd70028c4c15785b589c2e18ae"
"AIM-120 Advanced Medium Range Air to Air Missile (0207163F) (AMRAAM)","8","0.817","0.804","0.805","0.805","0.000","0.000","","","","","","","","","","97c1b1353895505b39e0182008f3db6beae4965a-7-a8985ca2dae0eb695d10b8cff1d5c04a18e16a3e","97c1b1353895505b39e0182008f3db6beae4965a","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","97c1b1353895505b39e0182008f3db6beae4965a-0-ba7f8053d00c22cd70028c4c15785b589c2e18ae"
"Standard Missile","2234","20.672","13.966","19.873","19.873","","","","","","","","","","","7","a1692faaa82283b99941030d46558eebd913a20c-0-4b33a81df5b8ceceb3c610552e8450b8742ac072","a1692faaa82283b99941030d46558eebd913a20c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","a1692faaa82283b99941030d46558eebd913a20c-0-17456db4d7699404cb9507894e9e301e71626af4"
"Evolved Sea Sparrow Missile (ESSM)","2307","","0.627","2.051","2.051","","","","","","","","","","","13","a1692faaa82283b99941030d46558eebd913a20c-1-e26000e203169946b4b8b73c318ba27bc99e8056","a1692faaa82283b99941030d46558eebd913a20c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","a1692faaa82283b99941030d46558eebd913a20c-0-17456db4d7699404cb9507894e9e301e71626af4"
"Spares for NAVAIR","9203","5.474","10.226","11.412","11.412","","","","","","","","","","","","a1692faaa82283b99941030d46558eebd913a20c-2-09278f014a25115d2f12325ac8df132f53250f6d","a1692faaa82283b99941030d46558eebd913a20c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","a1692faaa82283b99941030d46558eebd913a20c-0-17456db4d7699404cb9507894e9e301e71626af4"
"ASW Targets","3141","3.005","0.712","1.927","1.927","","","","","","","","","","","20","a1692faaa82283b99941030d46558eebd913a20c-0-65ff94dff19f321ff71dc6965de5b837a52caf66","a1692faaa82283b99941030d46558eebd913a20c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","a1692faaa82283b99941030d46558eebd913a20c-1-57ffa830793720c7cc7eb02b0a5a500eae51610c"
"MK-54 Torpedo Mods","3215","","0.523","0.284","0.284","","","","","","","","","","","21","a1692faaa82283b99941030d46558eebd913a20c-1-8f56ad34eb458de01ff09b1461af294909aeb0ee","a1692faaa82283b99941030d46558eebd913a20c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","a1692faaa82283b99941030d46558eebd913a20c-1-57ffa830793720c7cc7eb02b0a5a500eae51610c"
"MK-48 Torpedo ADCAP Mods","3225","","2.435","2.588","2.588","","","","","","","","","","","22","a1692faaa82283b99941030d46558eebd913a20c-2-405463322184bbc8412d17e0cf87017efcee7556","a1692faaa82283b99941030d46558eebd913a20c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","a1692faaa82283b99941030d46558eebd913a20c-1-57ffa830793720c7cc7eb02b0a5a500eae51610c"
"ASW Range Support","3302","0.563","0.199","0.304","0.304","","","","","","","","","","","25","a1692faaa82283b99941030d46558eebd913a20c-3-84121926662974ec58bb2269f057e27b70b627e2","a1692faaa82283b99941030d46558eebd913a20c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","a1692faaa82283b99941030d46558eebd913a20c-1-57ffa830793720c7cc7eb02b0a5a500eae51610c"
"Spares for 6T COG","9303","3.972","3.623","3.493","3.493","","","","","","","","","","","","a1692faaa82283b99941030d46558eebd913a20c-4-39469dbb380ab7b7f4f395ed8e72f2a9f91e93e6","a1692faaa82283b99941030d46558eebd913a20c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","a1692faaa82283b99941030d46558eebd913a20c-1-57ffa830793720c7cc7eb02b0a5a500eae51610c"
"Close-In Wpns Sys (CIWS) Mods","4205","9.138","3.922","5.492","5.492","","","","","","","","","","","28","a1692faaa82283b99941030d46558eebd913a20c-0-01b7d2fbf02f93f4d72cc150e8293fd69b4b1d04","a1692faaa82283b99941030d46558eebd913a20c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","a1692faaa82283b99941030d46558eebd913a20c-2-6956b22b42b8c922c5ec536dd02703421cdb1409"
"Coast Guard Weapons","4206","","0.118","0.156","0.156","","","","","","","","","","","29","a1692faaa82283b99941030d46558eebd913a20c-1-e6a5fdcd3bc369aeb3348008f1153f7c9aca32b6","a1692faaa82283b99941030d46558eebd913a20c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","a1692faaa82283b99941030d46558eebd913a20c-2-6956b22b42b8c922c5ec536dd02703421cdb1409"
"Gun Mount Mods","4217","2.743","3.291","2.895","2.895","","","","","","","","","","","30","a1692faaa82283b99941030d46558eebd913a20c-2-923a3191f10013f6dc88d28fbf69d413667ee534","a1692faaa82283b99941030d46558eebd913a20c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","a1692faaa82283b99941030d46558eebd913a20c-2-6956b22b42b8c922c5ec536dd02703421cdb1409"
"Cruiser Modernization Weapons","4223","","0.398","0","0","","","","","","","","","","","31","a1692faaa82283b99941030d46558eebd913a20c-3-6323b72af8512b260bb091f7969a534bdf470c5f","a1692faaa82283b99941030d46558eebd913a20c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","a1692faaa82283b99941030d46558eebd913a20c-2-6956b22b42b8c922c5ec536dd02703421cdb1409"
"Airborne Mine Neutralization Systems","4225","0.559","0.385","0.196","0.196","","","","","","","","","","","32","a1692faaa82283b99941030d46558eebd913a20c-4-0b6549dee80d5f91fe30d7d37cc69d01bfed3b7d","a1692faaa82283b99941030d46558eebd913a20c","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity","a1692faaa82283b99941030d46558eebd913a20c-2-6956b22b42b8c922c5ec536dd02703421cdb1409"
