"ServiceAgencyName_val","ServiceAgencyName_@footnote","ServiceAgencySuffix_val","ProcQuantity_val","ProcQuantity_@footnote","MonthlyDeliveryList_MonthlyDelivery","AcceptedBeforeOct1_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Foreign Military Sales","","","20","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-d615ce52032e08fc4c378e7c3b25b4eca9e0a3e7","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-bf5140b1f5b70864d1e93645a58881cb0e6782af","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-5-e21c043c2e640c85c6a7d03f539a23ed77a40aed"
"Air Force","","","64","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-5a513b9a1b50cbf80df5bb91c0230b6de700ebcf","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-f1c3751afc8ff7caf3ff6ce91df39d37d79ae8ca","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-6-a2e8d31665c43387b57b91fa36867af7270e5315"
"Navy","","","56","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-395adf5e4caac8aa890a6a0b507bac403192fb31","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-2c8bfe599911c4ceb6977d13dec50e28c7baa371","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-6-a2e8d31665c43387b57b91fa36867af7270e5315"
"Foreign Military Sales","","","20","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-027f40cbdb44773202d1ac50b04fa6c0cb6fb696","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-3c96084d07c06dcafd615dbb6e3da610b9cf8d9a","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-6-a2e8d31665c43387b57b91fa36867af7270e5315"
"Air Force","","","56","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-1687a0acd0daace205f710a0954b6de6e6d94d70","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-0-44c08afc385973e01a889137c8bf524500965fdb","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-7-1712fae4487826815ed0c4450e29fdeb6d1d1f98"
"Navy","","","56","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-4c2cbe462afa84630ce884575ca8eeb974db17cd","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-1-6d27cdabca5a97b3f7eef0a92d5dc343c066279f","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-7-1712fae4487826815ed0c4450e29fdeb6d1d1f98"
"Foreign Military Sales","","","20","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-87c598806daeb5064a15410f172c3dd30e5a08a5","","68056125d7efffeeb9b62bd76faba9eaeb971c2c-2-815baca67c8a7d13ee4aea75ce7f059e6bc2e10c","68056125d7efffeeb9b62bd76faba9eaeb971c2c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","68056125d7efffeeb9b62bd76faba9eaeb971c2c-7-1712fae4487826815ed0c4450e29fdeb6d1d1f98"
"Army","","","1500","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-c9610305a11f673dc3b68e071633a1f0ed913ff5-0-cbf91df0cd8ab7cc6e0bd7d3003e86e6b817b423","","c9610305a11f673dc3b68e071633a1f0ed913ff5-0-73a200ab58cd37b2dce9b7be8a6e673e0ad53249","c9610305a11f673dc3b68e071633a1f0ed913ff5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","c9610305a11f673dc3b68e071633a1f0ed913ff5-0-3eeb5646daa8761eba6996310943cc7d5a835d64"
"Army","","","2231","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-c9610305a11f673dc3b68e071633a1f0ed913ff5-0-180581434168c6e51024d363bb801213bf0ceaa7","","c9610305a11f673dc3b68e071633a1f0ed913ff5-0-cd98e2b2d183633894fa27429680f3d8c9d59ff7","c9610305a11f673dc3b68e071633a1f0ed913ff5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","c9610305a11f673dc3b68e071633a1f0ed913ff5-0-7e94663290913f6eb33c9dd90082fbac56cff3cb"
"Army","","","438","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-c9610305a11f673dc3b68e071633a1f0ed913ff5-0-0de6a20607b26f8313b005243b81dc80054a68a3","","c9610305a11f673dc3b68e071633a1f0ed913ff5-0-33aa74aa58c057db39d431baf74b2e37e8a25fb2","c9610305a11f673dc3b68e071633a1f0ed913ff5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","c9610305a11f673dc3b68e071633a1f0ed913ff5-1-e78243bd542ab639c7f1520c7695c011c5398976"
"Air Force","Prior Year contracts with undelivered assets have all deliveries occurring before Oct 2012 loaded in the month of first delivery.","","24","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-8016770fa0b611e840ebea8fee0b0ceaecd6bf84","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-c4f47c9cbd150e93190f134127b8bd7632b4151d","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-0f047ed3df2974730ed483dcf3b409d270e1f240"
"Air Force","","","48","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-02137ce9d6cf9230cde8d5162a4cfae487c5f1cd","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-9d08c3835b33a5dcae57db7c5dcd736bf6f40829","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-1-c31cfef47c989ad23da04c0f8dbd81216850b0a8"
"Air Force","","","48","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-3ba63a93baa5794daf85b09f1443f32b6a25faf5","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-33b035c77e6bdfa2c6bd48c830f3f0b3249c44e9","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-2-2fcec66be5fc3a16b4ceff88b08acb5e9f3baf3e"
"Air Force","","","36","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-5ac4abb517d5b3a6e3de15cd2153059609e47a95","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-be1dd3b9a5f63a9320767dfa7568eb25d6d80929","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-3-4bc39f696ccbb0cfc590cbba3128515202d46494"
"Air Force","","","20","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-1911eaffda9dd88cd66dd941063c97566a3f3302","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-d80b845ec4439eca793eb395b0d9aa8ce857b6fd","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-4-9ccd8af784eb06a78fb7eb589e707a49cabc9991"
"Air Force","","","12","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-4a5d5dd45e875c12442043e539059aac5922dbac","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-acd042be9df8ef29a3a07893b9dc342a75ad7b0f","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-5-de8f468cd8a8020bf0215784e03e104fed2a040b"
"Air Force","","","22","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-087dc207e2b8cf9994b8aa0f1e65a6259c9a7a11","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-51780cc63dc203533e7cfe7e7bb85fb10ee924e4","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-6-193cda5266bc89cd097243219efe1abf9ef547e7"
"Air Force","","","11","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-a976eb6f33c5f95edff523e58e522938239c170f","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-dee4de0ef4997d0c34e78c9e194d98815636b11b","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-7-ed583e4a4b7c56e1ff89bed62974cf8d7c396f95"
"Air Force","","","22","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-9db2864ff0c2949c4db208446a9ac908238d5496","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-b6bb110e4f004d18c87df679d07b8df39958ac4a","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-8-55700e33b463df50a7af51ac1a7d5d7fca1f4170"
"Air Force","","","16","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-55e521a1115927dc8f2774aadf15ee72f0112bd9","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-7400c0a8dde809c379e17b761e28c9e14252bee6","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-9-a97e4770a8f80ea42375b8572604db7a1bff007f"
"Air Force","","","7","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-3a4f8fce65dd16784bf68cf4d093fbc6b4fd589a","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-8e8ef59434923f11f036519aefe7d485001ae6f3","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-c75630b2607577e2a19fdbcc67253d1e00ca5e5d"
"Air Force","","","13","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-8d0262797c09d6f83205b4e4c43a22598320e6cd","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-2334ca337192c3c2ef3eb6a5a4f4639fffda4633","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-1-664b5183f86da7c27f33cec02d395af5a50e55de"
"Air Force","","","4","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-e22a515647ea661856e3a02ee2477ec6538683d5","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-df264587795ab9c9c57a5f2e03cd221c1e2ee960","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-2-4f47823e9c3b37a730ec2b15b2a28e3002fef341"
"Air Force","","","6","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-4c9c8528e204ac06001334879cbedfce4f0bf9f9","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-59f0f91f77d5a44abcd500bd10a2dfa79c9b7271","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-3-d779fc61cc19e313ee7b6d4c696d85c299916be9"
"Air Force","","","23","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-7310816ab7ef48019ee774c4aaf762ee80bdb7ce","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-ba2b8e94209c75dafc5dc0e3858de62344771f63","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-4-6ee87f56c2ea414883a47b80d581329dc791131c"
"Air Force","","","1","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-3b662f145ff2d988ce2104fef40bd19ab5f3f67d","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-2ef6eb170eccf717e17a24dde140b4ee6f710c1b","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-de42847ecd043facdd8816f54015308e01e0e2f0"
"Air Force","","","6","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-5dfa0e2fb40e0c9a3a0e6036ba485c6ded8c9925","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-d9f690447c88500055d151c28bdd79af2faeb047","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-1-268fff19752c609c2018ad97f282cdbfbbd4cd19"
"Air Force","","","7","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-79937332d604032c14675866769cfceec70bb0f1","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-77a8d152df35259e17c06a986d82e65b072b5a72","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-2-8954ec6c5c5f01bb10b8451c6be5b95e9737dfd1"
"Air Force","","","24","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-a86b9a011e8c3ba54062fffde0bf5db621d40aef","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-911ebeb09304ef4e7e7098aa5a474b5376341c6f","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-3-473915ac907b51afc0804fcd3b7c627427ffe2cb"
"Air Force","","","1","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule.MonthlyDeliveryList-f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-22b0b49176b36f8a8ea6c303aa96016dc1dedbb9","","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-0-b4c6dd12ae3b79ce260b138473670ceaa9ac9c6a","f3d947bb96c9f4da2682e62398028a6ea2f2fee0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning","f3d947bb96c9f4da2682e62398028a6ea2f2fee0-4-83d3513214de8ba690bef7789511d3ec8384b939"
