"Title_val","Funding_PriorYear_val","Funding_CurrentYear_val","Funding_BudgetYearOne_val","Funding_BudgetYearOneBase_val","Funding_BudgetYearOneOCO_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Program Adjustments","0.000","0.000","-2.139","-2.139","0.000","815871724d2d57db9bb082cdf4569167380d072b-0-a8f5e4af23bfd4d831334e228f782d9a48ede1a0","815871724d2d57db9bb082cdf4569167380d072b","root","815871724d2d57db9bb082cdf4569167380d072b-d13d5d7ca02016cf7f8e56c80359cebee9003820"
"Congressional General Reductions Adjustments","-0.035","","","","","815871724d2d57db9bb082cdf4569167380d072b-1-885ad79f36faa824f803826e6e6dcc0683474626","815871724d2d57db9bb082cdf4569167380d072b","root","815871724d2d57db9bb082cdf4569167380d072b-d13d5d7ca02016cf7f8e56c80359cebee9003820"
"Adjustments to Budget Years","","","-2.445","-2.445","0","81669ea9122767d93a45ee94293b317ca8b4a366-0-e130639c5d4e333a4f8739e1cc9f370afbb8afca","81669ea9122767d93a45ee94293b317ca8b4a366","root","81669ea9122767d93a45ee94293b317ca8b4a366-9798c5ee02fe8d27962c8f2bca37f1e38b7bb8ab"
"Other Adjustments 1","-0.404","-0.098","","","","81669ea9122767d93a45ee94293b317ca8b4a366-1-72a3998165868ac13f665a61c24ab7f131aceb35","81669ea9122767d93a45ee94293b317ca8b4a366","root","81669ea9122767d93a45ee94293b317ca8b4a366-9798c5ee02fe8d27962c8f2bca37f1e38b7bb8ab"
"Other Adjustments","-0.236","0.000","-3.126","-3.126","0.000","8172aa497711dd2a0119806887921d1b61fb007e-0-6bb989fc31d96a0b991f023d7a26c7f636781dc8","8172aa497711dd2a0119806887921d1b61fb007e","root","8172aa497711dd2a0119806887921d1b61fb007e-7e30f8b5712c31c54c4bb819c79814b454be029b"
"Other Adjustments","0.000","0.000","0.000","0.000","0.000","81a9c10fd2b93fa55670fef9e77941a685d4f3c1-0-539e3fab888d6a24ee8642a6ea8960e93a311e67","81a9c10fd2b93fa55670fef9e77941a685d4f3c1","root","81a9c10fd2b93fa55670fef9e77941a685d4f3c1-17e1a1f26e0e5740b963951f6a527c064e0b03fd"
"Other Adjustments 1","-73.406","-85.283","","","","81de0d5377eeada2f5c9fc37a3efec93dd7c23e9-0-a788f2c0298aa2de3e58e5660182684ba9877475","81de0d5377eeada2f5c9fc37a3efec93dd7c23e9","root","81de0d5377eeada2f5c9fc37a3efec93dd7c23e9-9390d128454bf2bc546e430717d5ae0b7103a135"
"Other Adjustments 2","","","-158.672","-158.672","0","81de0d5377eeada2f5c9fc37a3efec93dd7c23e9-1-06fd46726d294ee06378daf2a99c1a8064670282","81de0d5377eeada2f5c9fc37a3efec93dd7c23e9","root","81de0d5377eeada2f5c9fc37a3efec93dd7c23e9-9390d128454bf2bc546e430717d5ae0b7103a135"
"Other Adjustments 3","-1.567","","-331.373","-331.373","0","81de0d5377eeada2f5c9fc37a3efec93dd7c23e9-2-a03027da9961a97e4f62e3273596d92ae8f95c2e","81de0d5377eeada2f5c9fc37a3efec93dd7c23e9","root","81de0d5377eeada2f5c9fc37a3efec93dd7c23e9-9390d128454bf2bc546e430717d5ae0b7103a135"
"Other Adjustments","7.783","-5.000","5.633","5.633","","81efbcafee8191b8351311ed4fb11c1c13064da4-0-146c302d4b76c7a4d89cd6099e42b1b98f213abf","81efbcafee8191b8351311ed4fb11c1c13064da4","root","81efbcafee8191b8351311ed4fb11c1c13064da4-c6dc39c4f12f5573db470ea31c9573500d9d3341"
"Congressional Adjustments","-15.600","-15.000","","","","82b0f8169fb5a80a0e2147d7eff83cb4b121e45e-0-2e8f5ea36da48d7e54d9dcb7d999c3e4c19fb523","82b0f8169fb5a80a0e2147d7eff83cb4b121e45e","root","82b0f8169fb5a80a0e2147d7eff83cb4b121e45e-8998fc9051b7aacd8687163c29807d84c99cb0b5"
"Economic Assumptions","-0.479","","","","","82b0f8169fb5a80a0e2147d7eff83cb4b121e45e-1-9ca18b40f44f7ac225a7728f61a815e4d82ddf6a","82b0f8169fb5a80a0e2147d7eff83cb4b121e45e","root","82b0f8169fb5a80a0e2147d7eff83cb4b121e45e-8998fc9051b7aacd8687163c29807d84c99cb0b5"
"FFRDC","-0.333","-0.578","","","","82b0f8169fb5a80a0e2147d7eff83cb4b121e45e-2-30501ae66e77cfa8114cc9ff377cde472bd77e4a","82b0f8169fb5a80a0e2147d7eff83cb4b121e45e","root","82b0f8169fb5a80a0e2147d7eff83cb4b121e45e-8998fc9051b7aacd8687163c29807d84c99cb0b5"
"Other Program Adjustments","-0.026","","-5.331","-5.331","","82b0f8169fb5a80a0e2147d7eff83cb4b121e45e-3-8e29cc9ad2fbc9dd524f87763c76b9673bd92afb","82b0f8169fb5a80a0e2147d7eff83cb4b121e45e","root","82b0f8169fb5a80a0e2147d7eff83cb4b121e45e-8998fc9051b7aacd8687163c29807d84c99cb0b5"
"Economic adjustments","-0.187","-0.048","-0.415","-0.415","","833e51cb98933277d32de9064b80e1228a601152-0-946beb84c18592d59bed97376ea0bc75dce183e1","833e51cb98933277d32de9064b80e1228a601152","root","833e51cb98933277d32de9064b80e1228a601152-6aefa094ef5e44d3f58e25bc95c2d2c61ba4dd0a"
"Economic Assumptions","-0.024","","","","","837162a7ff1a2291b251a36bc3c0c4e5585d84dd-0-afbdb237bbf2dd14705235e8f265b0160efd847a","837162a7ff1a2291b251a36bc3c0c4e5585d84dd","root","837162a7ff1a2291b251a36bc3c0c4e5585d84dd-b37fa7ac256f3ac3de361bb9236969773288afd2"
"FFRDC","-0.012","-0.010","","","","837162a7ff1a2291b251a36bc3c0c4e5585d84dd-1-6c2e82883abe47b534ea4becc6fe3c1ced86a006","837162a7ff1a2291b251a36bc3c0c4e5585d84dd","root","837162a7ff1a2291b251a36bc3c0c4e5585d84dd-b37fa7ac256f3ac3de361bb9236969773288afd2"
"Other Program Adjustments","-0.001","","-0.023","-0.023","","837162a7ff1a2291b251a36bc3c0c4e5585d84dd-2-fc1f468345cbbc1fc04d80c11273a0fcaee6d2d0","837162a7ff1a2291b251a36bc3c0c4e5585d84dd","root","837162a7ff1a2291b251a36bc3c0c4e5585d84dd-b37fa7ac256f3ac3de361bb9236969773288afd2"
"Other Adjustments","-0.128","0.000","0.000","0.000","0.000","83cfc0cb886f2f7d216632b0708e354fb48d2017-0-798b64e2f237f001ac2379c3d56b08e6734de8a6","83cfc0cb886f2f7d216632b0708e354fb48d2017","root","83cfc0cb886f2f7d216632b0708e354fb48d2017-cc4be9c0431e8f3c883b22a3068269e5e606d270"
"Adjustments to Budget Years","","","-0.460","-0.460","0","844dacd55f371f8ca04059f0480e7baedd9bf4bd-0-36ca11ca880027953b0b60f512054c7ed0ac26ae","844dacd55f371f8ca04059f0480e7baedd9bf4bd","root","844dacd55f371f8ca04059f0480e7baedd9bf4bd-cfe7b474f27f99f861265175a453f927a9b6bcb4"
"Other Adjustments 1","-0.516","-2.000","","","","844dacd55f371f8ca04059f0480e7baedd9bf4bd-1-c567ca6f26327c3c829e09544d802c494f506ced","844dacd55f371f8ca04059f0480e7baedd9bf4bd","root","844dacd55f371f8ca04059f0480e7baedd9bf4bd-cfe7b474f27f99f861265175a453f927a9b6bcb4"
"Other Adjustments 2","","-0.087","","","","844dacd55f371f8ca04059f0480e7baedd9bf4bd-2-37d1e083a8cd65ea0257c4578d9bc811a566dfb2","844dacd55f371f8ca04059f0480e7baedd9bf4bd","root","844dacd55f371f8ca04059f0480e7baedd9bf4bd-cfe7b474f27f99f861265175a453f927a9b6bcb4"
"Other Adjustments","-0.041","0.000","-6.079","-6.079","0.000","84cd831ad4245fd2022c50c8e1ba06fd3be1bd3d-0-903dc2d40dca1f4b179eb8623310892293079923","84cd831ad4245fd2022c50c8e1ba06fd3be1bd3d","root","84cd831ad4245fd2022c50c8e1ba06fd3be1bd3d-0c4bfd3de7f0922ba6d2a64056b77f028e0aa798"
"FFRDC Reduction","-0.050","0.000","0.000","0.000","0.000","85632c017706012d0abc71f60a31cf531a502f93-0-a2698716a8c3359a82da78d9a962876251135cb0","85632c017706012d0abc71f60a31cf531a502f93","root","85632c017706012d0abc71f60a31cf531a502f93-137cd9d376238f302d5c851ca13d8c468fd8b013"
"Economic Assumption Reduction","-0.241","0.000","0.000","0.000","0.000","85632c017706012d0abc71f60a31cf531a502f93-1-7a3c085b6a775cdcdb6ec59f5bde305d88f190c3","85632c017706012d0abc71f60a31cf531a502f93","root","85632c017706012d0abc71f60a31cf531a502f93-137cd9d376238f302d5c851ca13d8c468fd8b013"
"Programmatic - Fiscal Guidance Adjustment","","","-3.000","-3.000","","85632c017706012d0abc71f60a31cf531a502f93-2-9be01e0ae202ad321be1836a832806015bfe0b43","85632c017706012d0abc71f60a31cf531a502f93","root","85632c017706012d0abc71f60a31cf531a502f93-137cd9d376238f302d5c851ca13d8c468fd8b013"
"Program Adjustments","0.000","0.000","17.447","17.447","0.000","863b8a7bd0bcbb6163ea9a76b1121ccb8ffba3b5-0-b659f32563eb02b3b99153cc103fb96ddfbb602f","863b8a7bd0bcbb6163ea9a76b1121ccb8ffba3b5","root","863b8a7bd0bcbb6163ea9a76b1121ccb8ffba3b5-0d6e1201970b1422e4415d89772b4461b322e15f"
"Rate/Misc Adjustments","0.000","0.000","0.045","0.045","0.000","863b8a7bd0bcbb6163ea9a76b1121ccb8ffba3b5-1-8dbf629dfae64334b61d469917d4b7c276015cfd","863b8a7bd0bcbb6163ea9a76b1121ccb8ffba3b5","root","863b8a7bd0bcbb6163ea9a76b1121ccb8ffba3b5-0d6e1201970b1422e4415d89772b4461b322e15f"
"Congressional General Reductions Adjustments","-0.313","","","","","863b8a7bd0bcbb6163ea9a76b1121ccb8ffba3b5-2-361fe5aae1764e5551882a237f98cde136b16e08","863b8a7bd0bcbb6163ea9a76b1121ccb8ffba3b5","root","863b8a7bd0bcbb6163ea9a76b1121ccb8ffba3b5-0d6e1201970b1422e4415d89772b4461b322e15f"
"Other Adjustment","0.000","0.000","-45.009","-45.009","","865322091b06e9da3efcf86b0ee624b0edbc333b-0-5d53dbf9b535b2fb691f39da6bb59ba9289aacd5","865322091b06e9da3efcf86b0ee624b0edbc333b","root","865322091b06e9da3efcf86b0ee624b0edbc333b-fbe3cc109d6031ec02e019b7b9baa136926019fe"
"Other Program Adjustments","-0.755","","-12.107","-12.107","","86bf2a62552d23a5539d753c7f6db80b833aba41-0-49a4dc5c67899260c809bf77f517effb40c686cc","86bf2a62552d23a5539d753c7f6db80b833aba41","root","86bf2a62552d23a5539d753c7f6db80b833aba41-2d6c1fb12d7476583b1b3123555a1c8100c1af8e"
"FFRDC","-0.071","-0.087","","","","86bf2a62552d23a5539d753c7f6db80b833aba41-1-b142322bf8179a532865cddbeecb74419cf856a9","86bf2a62552d23a5539d753c7f6db80b833aba41","root","86bf2a62552d23a5539d753c7f6db80b833aba41-2d6c1fb12d7476583b1b3123555a1c8100c1af8e"
"Economic Assumptions","-0.099","","","","","86bf2a62552d23a5539d753c7f6db80b833aba41-2-60f0196b50f8397b4a3ea0ff16680f31e54f7a19","86bf2a62552d23a5539d753c7f6db80b833aba41","root","86bf2a62552d23a5539d753c7f6db80b833aba41-2d6c1fb12d7476583b1b3123555a1c8100c1af8e"
"Adjustments to Budget Years","","","1.625","1.625","0","8730dc3195df877af4730f4dbd06a4cd3e08227c-0-153237dcda627a3532395ef7e4246cd9734e2813","8730dc3195df877af4730f4dbd06a4cd3e08227c","root","8730dc3195df877af4730f4dbd06a4cd3e08227c-702b909d98a96540de7834bec145679ecac86786"
"Other Adjustments 1","","-17.123","","","","8730dc3195df877af4730f4dbd06a4cd3e08227c-1-ca46948435357b473bb372901150d699177b46ec","8730dc3195df877af4730f4dbd06a4cd3e08227c","root","8730dc3195df877af4730f4dbd06a4cd3e08227c-702b909d98a96540de7834bec145679ecac86786"
"Adjustments to Budget Years","","","-1.121","-1.121","0","8898423beb01dcaa4b2638e6d51f95193e54699c-0-6c9f1b91a318b9091e74653e4e3fb2ad45dad6a3","8898423beb01dcaa4b2638e6d51f95193e54699c","root","8898423beb01dcaa4b2638e6d51f95193e54699c-9c6cbe2175ba55739ae2f720468d755c6fc572ac"
"Other Adjustments 1","-4.110","-0.127","","","","8898423beb01dcaa4b2638e6d51f95193e54699c-1-2fa782c4f60555363d2c1114b4766ab881343e0e","8898423beb01dcaa4b2638e6d51f95193e54699c","root","8898423beb01dcaa4b2638e6d51f95193e54699c-9c6cbe2175ba55739ae2f720468d755c6fc572ac"
"Other Adjustments","0.000","0.000","2.000","2.000","0.000","88d7c21679aa30fa88b80bd01b8db4b9d201cf75-0-2385c0d65a804cf26055c92a1d0fbbfea9091ed8","88d7c21679aa30fa88b80bd01b8db4b9d201cf75","root","88d7c21679aa30fa88b80bd01b8db4b9d201cf75-b9b9a1f6794e8ef09d107f381fb901b2235e3bbb"
"Other Adjustments","-0.307","0.000","27.520","27.520","0.000","88d8a28f5d1a88554a466a6844464fb0fa75f9c8-0-8a4d786b851974be79b8a23c0f4f95bee9b41076","88d8a28f5d1a88554a466a6844464fb0fa75f9c8","root","88d8a28f5d1a88554a466a6844464fb0fa75f9c8-f5af3ead001c256d6e973355c99984ea90678506"
"Economic Assumptions","","","0.296","0.296","","88eddce3684109015aefa46d9fdc735fc0e69ac6-0-4c7f57f8d9761d572e1b0c3293f65b1b7862a7fa","88eddce3684109015aefa46d9fdc735fc0e69ac6","root","88eddce3684109015aefa46d9fdc735fc0e69ac6-aa9759c4821630ce69a27116fc337e8ad09966ca"
"Funding Realignment to O&M approriation for Labor","","","-14.337","-14.337","","88eddce3684109015aefa46d9fdc735fc0e69ac6-1-2125364124bcc9e7dd83f8b041d6162626f5e851","88eddce3684109015aefa46d9fdc735fc0e69ac6","root","88eddce3684109015aefa46d9fdc735fc0e69ac6-aa9759c4821630ce69a27116fc337e8ad09966ca"
"Program Adjustment","0.956","","-0.085","-0.085","","88eddce3684109015aefa46d9fdc735fc0e69ac6-2-ced73d3cb1a4f0073d902bf060c1810deec2e88a","88eddce3684109015aefa46d9fdc735fc0e69ac6","root","88eddce3684109015aefa46d9fdc735fc0e69ac6-aa9759c4821630ce69a27116fc337e8ad09966ca"
"Other  Adjustments","","","-3.614","-3.614","","88eddce3684109015aefa46d9fdc735fc0e69ac6-3-145f210fd6ab46c7b6f65a72e04ad43c5e6a38c0","88eddce3684109015aefa46d9fdc735fc0e69ac6","root","88eddce3684109015aefa46d9fdc735fc0e69ac6-aa9759c4821630ce69a27116fc337e8ad09966ca"
"Section 8023(f) FFRDC","","-0.279","","","","88eddce3684109015aefa46d9fdc735fc0e69ac6-4-0ff6bf34e4b3d3cd48d7ec9a3cad0b70c46eeb50","88eddce3684109015aefa46d9fdc735fc0e69ac6","root","88eddce3684109015aefa46d9fdc735fc0e69ac6-aa9759c4821630ce69a27116fc337e8ad09966ca"
"Other Adjustments","-0.219","0.000","-5.427","-5.427","0.000","89a6a80bf2d389a9f22d755ae9062ddc673a1b9a-0-3eaef3b72dcf7718eabc2074e3684351c304ecdd","89a6a80bf2d389a9f22d755ae9062ddc673a1b9a","root","89a6a80bf2d389a9f22d755ae9062ddc673a1b9a-9111348c9727ce6dd20d82e953d3e887a26485c2"
"Economic adjustments","0.000","-0.029","-2.991","-2.991","","89bee5775032f29706151407ed46912331881873-0-136eba742058f8890150e6a7c3db7f192affb4d2","89bee5775032f29706151407ed46912331881873","root","89bee5775032f29706151407ed46912331881873-999673ba5f57c7e44b3de47523b6c84c3b70fb79"
"Program Adjustments","0.000","0.000","-11.012","-11.012","0.000","89e764dd300d7f5ee0385c6367e7b1fc33c7d9d5-0-c75b763359104c1a839143649118a5554aa2133f","89e764dd300d7f5ee0385c6367e7b1fc33c7d9d5","root","89e764dd300d7f5ee0385c6367e7b1fc33c7d9d5-2f1fa4b3d2bb93002d4a7d2333fa98b9543b5924"
"Rate/Misc Adjustments","0.000","0.000","0.204","0.204","0.000","89e764dd300d7f5ee0385c6367e7b1fc33c7d9d5-1-66502c50695a1383ab9efd446d6d339894723636","89e764dd300d7f5ee0385c6367e7b1fc33c7d9d5","root","89e764dd300d7f5ee0385c6367e7b1fc33c7d9d5-2f1fa4b3d2bb93002d4a7d2333fa98b9543b5924"
"Congressional General Reductions Adjustments","-0.809","","","","","89e764dd300d7f5ee0385c6367e7b1fc33c7d9d5-2-7463d9570951da526e200231394280258cece9df","89e764dd300d7f5ee0385c6367e7b1fc33c7d9d5","root","89e764dd300d7f5ee0385c6367e7b1fc33c7d9d5-2f1fa4b3d2bb93002d4a7d2333fa98b9543b5924"
"Other Adjustments","0.000","0.000","96.840","96.840","0.000","89f70b6fdab4a3f75355432ef6151a03b5675b0c-0-9049a27dc2ff549708088ddaed48f759801498d5","89f70b6fdab4a3f75355432ef6151a03b5675b0c","root","89f70b6fdab4a3f75355432ef6151a03b5675b0c-9b7b9d36d376da4227a4a94a4b5bc7ae458e7ced"
"Other Adjustments","-1.520","-0.567","1.441","1.441","0.000","8b0f83cb496f76a80abcffcb5a74399761669ccd-0-f30917dd5f847c209f94d4715924095b22e30172","8b0f83cb496f76a80abcffcb5a74399761669ccd","root","8b0f83cb496f76a80abcffcb5a74399761669ccd-74c874eb7162e1eaade779fd5071db040d38d782"
"Other Adjustments","1.091","","0.003","0.003","","8b1ae64477a69b9e9ddc059416b2eee47d9bb7e1-0-02f05b138cf7d2ca119207c57b995da6b6f0a2e0","8b1ae64477a69b9e9ddc059416b2eee47d9bb7e1","root","8b1ae64477a69b9e9ddc059416b2eee47d9bb7e1-d5cb5847cdc34c3d11a48adb658cafaa950ebb3b"
"Economic Assumptions","-0.168","","","","","8b1ae64477a69b9e9ddc059416b2eee47d9bb7e1-1-a6c7c093e3fb9310f90745da7c3b730c090d8f33","8b1ae64477a69b9e9ddc059416b2eee47d9bb7e1","root","8b1ae64477a69b9e9ddc059416b2eee47d9bb7e1-d5cb5847cdc34c3d11a48adb658cafaa950ebb3b"
"Congressional Adjustments","-5.000","-6.000","","","","8b1ae64477a69b9e9ddc059416b2eee47d9bb7e1-2-1d99d039d2c2a6d6783d021b571593c747c24b74","8b1ae64477a69b9e9ddc059416b2eee47d9bb7e1","root","8b1ae64477a69b9e9ddc059416b2eee47d9bb7e1-d5cb5847cdc34c3d11a48adb658cafaa950ebb3b"
"FFRDC","-0.120","-0.207","","","","8b1ae64477a69b9e9ddc059416b2eee47d9bb7e1-3-300b6d43c8ea6d9f0b8e05db7aa67b07eb2dd738","8b1ae64477a69b9e9ddc059416b2eee47d9bb7e1","root","8b1ae64477a69b9e9ddc059416b2eee47d9bb7e1-d5cb5847cdc34c3d11a48adb658cafaa950ebb3b"
"Other Adjustments","-24.360","0.000","-45.313","-45.313","0.000","8b1e3d4bd6a1bcba1b5c28aa9b80e31b3d85dea2-0-eaac4d19bda5747f16e5756a8dc61979fa74721a","8b1e3d4bd6a1bcba1b5c28aa9b80e31b3d85dea2","root","8b1e3d4bd6a1bcba1b5c28aa9b80e31b3d85dea2-10a2e0567e8ae618e962745820d2096159b707e1"
"Congressional Adjustments","-1.000","-5.000","","","","8b406c938732973419b1171657e56f0616bf94bb-0-8251e9462ec1158a60126cdc7f080056115fb91c","8b406c938732973419b1171657e56f0616bf94bb","root","8b406c938732973419b1171657e56f0616bf94bb-6ee20ca040de4542cd6e03fcb01b19b02721ee1d"
"Economic Assumptions","-0.053","","","","","8b406c938732973419b1171657e56f0616bf94bb-1-29e4b259ca0c7d988caede63f71f036b34699759","8b406c938732973419b1171657e56f0616bf94bb","root","8b406c938732973419b1171657e56f0616bf94bb-6ee20ca040de4542cd6e03fcb01b19b02721ee1d"
"FFRDC","-0.037","-0.088","","","","8b406c938732973419b1171657e56f0616bf94bb-2-9ba551d385a3f1ccbc2e423653dab6dfd5e4697f","8b406c938732973419b1171657e56f0616bf94bb","root","8b406c938732973419b1171657e56f0616bf94bb-6ee20ca040de4542cd6e03fcb01b19b02721ee1d"
"Other Program Adjustments","-0.003","","-12.508","-12.508","","8b406c938732973419b1171657e56f0616bf94bb-3-c6494ae3d81300de771a924a848dc3b81b33953b","8b406c938732973419b1171657e56f0616bf94bb","root","8b406c938732973419b1171657e56f0616bf94bb-6ee20ca040de4542cd6e03fcb01b19b02721ee1d"
"Other Adjustments","-0.169","0.000","-0.042","-0.042","0.000","8b6bf1511dd7bdf9276823f16273908c28ce012e-0-871b1b214a41aba111a7b6d506bd7f4232796c86","8b6bf1511dd7bdf9276823f16273908c28ce012e","root","8b6bf1511dd7bdf9276823f16273908c28ce012e-5a9edbda66e65ae29b06011d117058e19b54c7b6"
"Program Adjustments","0.000","0.000","37.177","37.177","0.000","8c09b777e14efc0448d45ecc0d2904823fcab566-0-9075f2480f8a79a05aa7cc31c1a607b50c1927d6","8c09b777e14efc0448d45ecc0d2904823fcab566","root","8c09b777e14efc0448d45ecc0d2904823fcab566-0510d65fc9f4c3af24f3095c544d21d09c0b2ce1"
"Rate/Misc Adjustments","0.000","0.000","-0.677","-0.677","0.000","8c09b777e14efc0448d45ecc0d2904823fcab566-1-4a181fe301f74078fcdaec294d3c9a70afefbf18","8c09b777e14efc0448d45ecc0d2904823fcab566","root","8c09b777e14efc0448d45ecc0d2904823fcab566-0510d65fc9f4c3af24f3095c544d21d09c0b2ce1"
"Congressional General Reductions Adjustments","-1.075","","","","","8c09b777e14efc0448d45ecc0d2904823fcab566-2-2569106b1f05b426bfd78c614015615d78dd93c2","8c09b777e14efc0448d45ecc0d2904823fcab566","root","8c09b777e14efc0448d45ecc0d2904823fcab566-0510d65fc9f4c3af24f3095c544d21d09c0b2ce1"
"Other Adjustments 1","65.781","45.511","","","","8c28b598fccf07c7f5d3c85d0f42d6ff4495955a-0-7916ec8a0b5194045cc8287e750ca79949cff88f","8c28b598fccf07c7f5d3c85d0f42d6ff4495955a","root","8c28b598fccf07c7f5d3c85d0f42d6ff4495955a-243edec6fc0d958f7e361e3bdfa9f2d46c272bed"
"Adjustments to Budget Years","","","8.831","8.831","0","8c90beb88884130e789b16e87f7b5edd604c83b5-0-94ff1096a0e3382d5f4c521fb7ae2d37af3d2a86","8c90beb88884130e789b16e87f7b5edd604c83b5","root","8c90beb88884130e789b16e87f7b5edd604c83b5-8d55f7f3825a77a293a4643b7d245b1ff05d3787"
"Other Adjustments 1","","-0.025","","","","8c90beb88884130e789b16e87f7b5edd604c83b5-1-a003d19ce9a9c7bc2bc7c6f0cd1a6f73d577e561","8c90beb88884130e789b16e87f7b5edd604c83b5","root","8c90beb88884130e789b16e87f7b5edd604c83b5-8d55f7f3825a77a293a4643b7d245b1ff05d3787"
"Adjustments to Budget Years","","","12.164","12.164","0","8d10afad12eb9e402eb0e55a43e935f214e9e23f-0-30b9657e01d3d117c76729882d9edd6a8d5302ec","8d10afad12eb9e402eb0e55a43e935f214e9e23f","root","8d10afad12eb9e402eb0e55a43e935f214e9e23f-77be746eecef0185ad055345223863c5327f5189"
"Other Adjustments 1","-0.892","-0.067","","","","8d10afad12eb9e402eb0e55a43e935f214e9e23f-1-8c2f473364b6a3cd236a4172a3bd4e0693139bb1","8d10afad12eb9e402eb0e55a43e935f214e9e23f","root","8d10afad12eb9e402eb0e55a43e935f214e9e23f-77be746eecef0185ad055345223863c5327f5189"
"Other Adjustments 2","","-22.588","","","","8d10afad12eb9e402eb0e55a43e935f214e9e23f-2-fe1d1229c5513048d103b6d0470cebbf52db9053","8d10afad12eb9e402eb0e55a43e935f214e9e23f","root","8d10afad12eb9e402eb0e55a43e935f214e9e23f-77be746eecef0185ad055345223863c5327f5189"
"Other Adjustments","0.000","0.000","-0.068","-0.068","0.000","8e3dbcb818a2beb9e03d95d3cfa904357914df11-0-8298e17d3c18dbec03e808cdca0bc6dd76d392b5","8e3dbcb818a2beb9e03d95d3cfa904357914df11","root","8e3dbcb818a2beb9e03d95d3cfa904357914df11-812293ef8baa2952812c59480132e6d923b29c0d"
"Other Adjustments","-15.213","0.000","24.022","24.022","0.000","8e921542d28c53c962db9c688f1a1a22c4fd59eb-0-63d07ed0352da1f4b786e053a02bcc33f9d821c6","8e921542d28c53c962db9c688f1a1a22c4fd59eb","root","8e921542d28c53c962db9c688f1a1a22c4fd59eb-453b608dba836a1538e219be36b96aa3a1ceef5d"
"Other Adjustments","-1.015","0.000","-2.233","-2.233","0.000","8f6d67072093c5aeaa4a4a30a389000b45036e94-0-3774041d538dc9e1f13cadd336e5e46459be252c","8f6d67072093c5aeaa4a4a30a389000b45036e94","root","8f6d67072093c5aeaa4a4a30a389000b45036e94-40add4805dc7a351c624d6472998c6e2b71f7cf1"
"Program Adjustments","0.000","0.000","10.674","10.674","0.000","8f93898fe6ed553c5e12ff84b51a4a8d73ad51a4-0-955e539d941d463c754852590c2c18e93aec3203","8f93898fe6ed553c5e12ff84b51a4a8d73ad51a4","root","8f93898fe6ed553c5e12ff84b51a4a8d73ad51a4-f5989cc97e865ac9a99fc6ecd110b924ab75b7e2"
"Rate/Misc Adjustments","0.000","0.000","-0.106","-0.106","0.000","8f93898fe6ed553c5e12ff84b51a4a8d73ad51a4-1-0c8b28643b722be4fb0fc6b6de78385b01d45a3a","8f93898fe6ed553c5e12ff84b51a4a8d73ad51a4","root","8f93898fe6ed553c5e12ff84b51a4a8d73ad51a4-f5989cc97e865ac9a99fc6ecd110b924ab75b7e2"
"Other Adjustments","-0.066","0.000","-0.120","-0.120","0.000","8fae41743c26588fe83de9cbc31bbdc789e588ea-0-e0d29f32ea2bce61fa860cb22546e6903f97f206","8fae41743c26588fe83de9cbc31bbdc789e588ea","root","8fae41743c26588fe83de9cbc31bbdc789e588ea-4eb5c53072e42e94656ca0be0f03773cd601ac2c"
"Adjustments to Budget Years","","","0.025","0.025","0","8ff1e96e0f1962a6bdc7a0950811ec71fda91537-0-70a62ea7b24a56747b3db3a2621ea1a2d3443953","8ff1e96e0f1962a6bdc7a0950811ec71fda91537","root","8ff1e96e0f1962a6bdc7a0950811ec71fda91537-c9d0cd7d62be145b3cf102d9c4964269547bae1c"
"Other Adjustments 1","","-0.004","","","","8ff1e96e0f1962a6bdc7a0950811ec71fda91537-1-0196180907bbf3d021a9a1ae211d108f402b8f35","8ff1e96e0f1962a6bdc7a0950811ec71fda91537","root","8ff1e96e0f1962a6bdc7a0950811ec71fda91537-c9d0cd7d62be145b3cf102d9c4964269547bae1c"
"TotalOtherAdjustments","","","18.000","18.000","0.000","9134fa3b27177909a42bec027325f850b3588fc2-0-dca170d6961118dae170119f2ec8cbcab172d0e1","9134fa3b27177909a42bec027325f850b3588fc2","root","9134fa3b27177909a42bec027325f850b3588fc2-3123949c8e74783abe67a3c07c1bf2326e8e433b"
"Adjustments to Budget Years","-0.037","-0.013","25.378","25.378","0","916148da3d0b46b219d0efedefeeacfaa290c309-0-25838e691394010aaabbdd8cf897859f0a318995","916148da3d0b46b219d0efedefeeacfaa290c309","root","916148da3d0b46b219d0efedefeeacfaa290c309-1c142b6815ea8ebcf722390bb2a52655157f035a"
"Other Adjustments","","","7.506","7.506","","91beb45d31154689357a9e1536ddf8a2bcbbb314-0-c274847f261ff4ae2786ae1e3ea6fb834fe565bf","91beb45d31154689357a9e1536ddf8a2bcbbb314","root","91beb45d31154689357a9e1536ddf8a2bcbbb314-cbacfd54dd65938f4fdd018d5d955c904e26c25a"
"Other Adjustment","0.000","0.000","-1.181","-1.181","","91c97761ac1f045be628904ec50f0c6e87a29a40-0-03e34d5c1aee5ac4bddaa05c59d86940e09389eb","91c97761ac1f045be628904ec50f0c6e87a29a40","root","91c97761ac1f045be628904ec50f0c6e87a29a40-d4e0574839e712be2144cc0be38a7b06a7ab11b0"
